date,revenue,cogs,gross_profit,gross_margin_pct,year,month,quarter,day_of_week,dow_name,is_weekend,year_month,revenue_ma7,revenue_ma30,cogs_ma7,cogs_ma30,yoy_growth_pct
2018-02-19,4186201.52,3338454.11,847747.41,20.25,2018,2,1,0,Monday,0,2018-02,3935487.22,3486311.16,3129997.19,2791453.23,-7.4
2018-02-20,5091061.73,4033905.61,1057156.12,20.76,2018,2,1,1,Tuesday,0,2018-02,4031526.88,3573202.95,3200814.43,2860188.31,-9.47
2018-02-21,3907743.08,3150049.7,757693.38,19.39,2018,2,1,2,Wednesday,0,2018-02,3987182.47,3592944.71,3165721.85,2874161.86,-25.48
2018-02-22,3063440.84,2341066.15,722374.69,23.58,2018,2,1,3,Thursday,0,2018-02,3977827.25,3541351.45,3142808.1,2827016.0,-31.33
2018-02-23,3544367.16,2804587.84,739779.32,20.87,2018,2,1,4,Friday,0,2018-02,3989413.26,3550468.32,3164946.63,2832061.18,-29.18
2018-02-24,3364498.21,2679591.94,684906.27,20.36,2018,2,1,5,Saturday,1,2018-02,3869088.1,3586761.54,3073604.06,2860694.16,-35.26
2018-02-25,4015454.83,3238625.9,776828.93,19.35,2018,2,1,6,Sunday,1,2018-02,3881823.91,3624022.79,3083754.46,2888615.57,-44.18
2018-02-26,7426597.23,5998758.22,1427839.01,19.23,2018,2,1,0,Monday,0,2018-02,4344737.58,3750983.6,3463797.91,2989712.0,6.84
2018-02-27,8416365.51,6844455.72,1571909.79,18.68,2018,2,1,1,Tuesday,0,2018-02,4819780.98,3927253.37,3865305.07,3136062.81,13.45
2018-02-28,8409092.75,6627677.09,1781415.66,21.18,2018,2,1,2,Wednesday,0,2018-02,5462830.93,4034311.13,4362108.98,3220755.41,42.51
2018-03-01,6963830.59,5570058.79,1393771.8,20.01,2018,3,1,3,Thursday,0,2018-03,6020029.47,4076208.0,4823393.64,3252458.88,68.26
2018-03-02,5613671.87,4371797.12,1241874.75,22.12,2018,3,1,4,Friday,0,2018-03,6315644.43,4096343.68,5047280.68,3258197.95,417.5
2018-03-03,1177076.3,967531.27,209545.03,17.8,2018,3,1,5,Saturday,1,2018-03,6003155.58,4013221.93,4802700.59,3190035.49,-8.85
2018-03-04,2218712.31,1781519.01,437193.3,19.7,2018,3,1,6,Sunday,1,2018-03,5746478.08,3945243.58,4594542.46,3132568.52,56.82
2018-03-05,2742871.53,2230053.99,512817.54,18.7,2018,3,1,0,Monday,0,2018-03,5077374.41,3970620.49,4056156.14,3154634.72,16.26
2018-03-06,3203122.41,2519131.06,683991.35,21.35,2018,3,1,1,Tuesday,0,2018-03,4332625.39,3981580.05,3438252.62,3165201.76,-17.67
2018-03-07,4507553.37,3470623.71,1036929.66,23.0,2018,3,1,2,Wednesday,0,2018-03,3775262.63,4027473.64,2987244.99,3197619.35,39.98
2018-03-08,3419972.83,2864363.46,555609.37,16.25,2018,3,1,3,Thursday,0,2018-03,3268997.23,4030156.96,2600717.09,3207490.92,-24.9
2018-03-09,3250890.44,2689334.35,561556.09,17.27,2018,3,1,4,Friday,0,2018-03,2931457.03,4044992.89,2360365.26,3223707.65,-34.56
2018-03-10,3479853.91,2832299.24,647554.67,18.61,2018,3,1,5,Saturday,1,2018-03,3260425.26,4089292.16,2626760.69,3260828.63,-42.55
2018-03-11,4342360.28,3337146.36,1005213.92,23.15,2018,3,1,6,Sunday,1,2018-03,3563803.54,4162550.14,2848993.17,3315864.83,-0.6
2018-03-12,3648185.26,2790754.99,857430.27,23.5,2018,3,1,0,Monday,0,2018-03,3693134.07,4198016.37,2929093.31,3339027.86,17.08
2018-03-13,5344808.38,4343953.93,1000854.45,18.73,2018,3,1,1,Tuesday,0,2018-03,3999089.21,4277416.93,3189782.29,3406474.79,8.53
2018-03-14,6867137.98,5489756.33,1377381.65,20.06,2018,3,1,2,Wednesday,0,2018-03,4336172.73,4385569.31,3478229.81,3496234.07,21.13
2018-03-15,6357153.0,4930724.06,1426428.94,22.44,2018,3,1,3,Thursday,0,2018-03,4755769.89,4450181.61,3773424.18,3542652.04,-12.9
2018-03-16,4667689.08,3716263.52,951425.56,20.38,2018,3,1,4,Friday,0,2018-03,4958169.7,4465166.11,3920128.35,3553337.57,-37.24
2018-03-17,6875294.96,5458868.53,1416426.43,20.6,2018,3,1,5,Saturday,1,2018-03,5443232.71,4590045.03,4295352.53,3651917.77,-12.24
2018-03-18,5615859.9,4613908.21,1001951.69,17.84,2018,3,1,6,Sunday,1,2018-03,5625161.22,4661798.19,4477747.08,3717394.11,-6.01
2018-03-19,5314373.17,4472182.88,842190.29,15.85,2018,3,1,0,Monday,0,2018-03,5863188.07,4698718.15,4717951.07,3755833.87,3.75
2018-03-20,6054738.37,5116787.38,937950.99,15.49,2018,3,1,1,Tuesday,0,2018-03,5964606.64,4769665.96,4828355.84,3820807.68,8.61
2018-03-21,6826815.9,5913005.8,913810.1,13.39,2018,3,1,2,Wednesday,0,2018-03,5958846.34,4857686.44,4888820.05,3906626.07,6.75
2018-03-22,5512035.33,4925778.06,586257.27,10.64,2018,3,1,3,Thursday,0,2018-03,5838115.24,4871718.89,4888113.48,3936355.15,-17.79
2018-03-23,4008326.65,3711085.6,297241.05,7.42,2018,3,1,4,Friday,0,2018-03,5743920.61,4875071.68,4887373.78,3955056.35,-51.28
2018-03-24,5227586.74,4619965.13,607621.61,11.62,2018,3,1,5,Saturday,1,2018-03,5508533.72,4947209.88,4767530.44,4031019.65,-35.01
2018-03-25,4970364.06,4473153.96,497210.1,10.0,2018,3,1,6,Sunday,1,2018-03,5416320.03,4994743.11,4747422.69,4086638.52,-16.46
2018-03-26,6133670.91,5616024.38,517646.53,8.44,2018,3,1,0,Monday,0,2018-03,5533362.57,5087048.86,4910828.62,4184519.6,8.92
2018-03-27,6350306.2,5743746.71,606559.49,9.55,2018,3,1,1,Tuesday,0,2018-03,5575586.54,5164877.24,5000394.23,4268023.63,-5.08
2018-03-28,8582287.61,7811323.78,770963.83,8.98,2018,3,1,2,Wednesday,0,2018-03,5826368.21,5203400.25,5271582.52,4328442.48,14.0
2018-03-29,7363015.35,6638405.71,724609.64,9.84,2018,3,1,3,Thursday,0,2018-03,6090793.93,5168288.58,5516243.61,4321574.15,-16.71
2018-03-30,12176690.89,10927925.46,1248765.43,10.26,2018,3,1,4,Friday,0,2018-03,7257703.11,5293875.19,6547220.73,4464915.76,-30.48
2018-03-31,11278748.95,10156610.77,1122138.18,9.95,2018,3,1,5,Saturday,1,2018-03,8122154.85,5437705.8,7338170.11,4617800.83,-31.88
2018-04-01,9326921.27,8552479.35,774441.92,8.3,2018,4,2,6,Sunday,1,2018-04,8744520.17,5561480.78,7920930.88,4757156.9,-41.0
2018-04-02,9532990.22,8745489.29,787500.93,8.26,2018,4,2,0,Monday,0,2018-04,9230137.21,5840011.24,8367997.3,5016422.17,-35.37
2018-04-03,9176055.6,8274855.19,901200.41,9.82,2018,4,2,1,Tuesday,0,2018-04,9633815.7,6071922.68,8729584.22,5232866.71,-23.45
2018-04-04,3771895.32,3451444.47,320450.85,8.5,2018,4,2,2,Wednesday,0,2018-04,8946616.8,6106223.48,8106744.32,5273579.72,-1.33
2018-04-05,2915055.94,2584733.26,330322.68,11.33,2018,4,2,3,Thursday,0,2018-04,8311194.03,6096621.26,7527648.26,5275766.46,-37.03
2018-04-06,3716970.57,3290630.48,426340.09,11.47,2018,4,2,4,Friday,0,2018-04,7102662.55,6070268.5,6436606.12,5269766.69,-6.88
2018-04-07,4650087.25,4137264.98,512822.27,11.03,2018,4,2,5,Saturday,1,2018-04,6155710.88,6111272.32,5576699.57,5312196.74,35.61
2018-04-08,4317415.31,3833384.91,484030.4,11.21,2018,4,2,6,Sunday,1,2018-04,5440067.17,6146823.15,4902543.23,5350331.76,22.93
2018-04-09,4916546.48,4479387.83,437158.65,8.89,2018,4,2,0,Monday,0,2018-04,4780575.21,6194712.9,4293100.16,5405234.71,-5.37
2018-04-10,7060893.97,6323343.96,737550.01,10.45,2018,4,2,1,Tuesday,0,2018-04,4478409.26,6285330.69,4014312.84,5504774.63,42.47
2018-04-11,5719121.32,5144349.61,574771.71,10.05,2018,4,2,2,Wednesday,0,2018-04,4756584.41,6354361.89,4256156.43,5583227.78,-10.65
2018-04-12,4925768.26,4274900.55,650867.71,13.21,2018,4,2,3,Thursday,0,2018-04,5043829.02,6340393.89,4497608.9,5580926.0,-22.38
2018-04-13,4955951.73,4445276.84,510674.89,10.3,2018,4,2,4,Friday,0,2018-04,5220826.33,6276687.68,4662558.38,5546110.02,-18.5
2018-04-14,5934960.89,5111153.97,823806.92,13.88,2018,4,2,5,Saturday,1,2018-04,5404379.71,6262614.61,4801685.38,5552124.35,17.61
2018-04-15,5904150.09,4782715.57,1121434.52,18.99,2018,4,2,6,Sunday,1,2018-04,5631056.11,6303829.97,4937304.05,5587672.75,15.34
2018-04-16,7603253.45,6190718.89,1412534.56,18.58,2018,4,2,0,Monday,0,2018-04,6014871.39,6328095.26,5181779.91,5612067.77,36.97
2018-04-17,9179593.09,7283796.97,1895796.12,20.65,2018,4,2,1,Tuesday,0,2018-04,6317542.69,6446886.36,5318987.49,5701064.06,37.85
2018-04-18,9507550.23,7504171.54,2003378.69,21.07,2018,4,2,2,Wednesday,0,2018-04,6858746.82,6586658.93,5656104.9,5802130.35,18.01
2018-04-19,6670677.39,5141784.57,1528892.82,22.92,2018,4,2,3,Thursday,0,2018-04,7108019.55,6607190.23,5779945.48,5802963.59,-22.69
2018-04-20,7753365.66,6032943.55,1720422.11,22.19,2018,4,2,4,Friday,0,2018-04,7507650.11,6638075.22,6006755.01,5806961.51,7.08
2018-04-21,6793803.83,5216087.55,1577716.28,23.22,2018,4,2,5,Saturday,1,2018-04,7630341.96,6680800.84,6021745.52,5816638.49,23.16
2018-04-22,7058897.65,5480418.64,1578479.01,22.36,2018,4,2,6,Sunday,1,2018-04,7795305.9,6782486.54,6121417.39,5875616.26,32.99
2018-04-23,8991635.45,7095225.16,1896410.29,21.09,2018,4,2,0,Monday,0,2018-04,7993646.19,6907954.83,6250632.57,5958124.93,13.34
2018-04-24,10052878.22,8047009.91,2005868.31,19.95,2018,4,2,1,Tuesday,0,2018-04,8118401.2,7077371.97,6359662.99,6077253.46,42.09
2018-04-25,9547875.66,7562805.33,1985070.33,20.79,2018,4,2,2,Wednesday,0,2018-04,8124161.98,7191178.8,6368039.24,6142146.16,15.18
2018-04-26,7281885.08,5826147.75,1455737.33,19.99,2018,4,2,3,Thursday,0,2018-04,8211477.36,7222231.42,6465805.41,6144892.86,-37.64
2018-04-27,7916179.31,6291028.22,1625151.09,20.53,2018,4,2,4,Friday,0,2018-04,8234736.46,7200027.81,6502674.65,6094216.34,-27.45
2018-04-28,10502784.65,8150501.12,2352283.53,22.4,2018,4,2,5,Saturday,1,2018-04,8764590.86,7304686.79,6921876.59,6144619.52,18.36
2018-04-29,12074392.53,9758209.64,2316182.89,19.18,2018,4,2,6,Sunday,1,2018-04,9481090.13,7301276.85,7532989.59,6105629.0,-13.56
2018-04-30,12464011.32,10080235.11,2383776.21,19.13,2018,4,2,0,Monday,0,2018-04,9977143.82,7340785.59,7959419.58,6103083.14,-2.35
2018-05-01,13778926.53,10888681.41,2890245.12,20.98,2018,5,2,1,Tuesday,0,2018-05,10509436.44,7489185.77,8365372.65,6180956.54,32.02
2018-05-02,12779953.62,10186293.15,2593660.47,20.29,2018,5,2,2,Wednesday,0,2018-05,10971161.86,7597417.88,8740156.63,6228983.34,19.79
2018-05-03,9480205.54,7740627.05,1739578.49,18.35,2018,5,2,3,Thursday,0,2018-05,11285207.64,7607556.21,9013653.67,6211175.73,-14.33
2018-05-04,3081716.09,2431808.71,649907.38,21.09,2018,5,2,4,Friday,0,2018-05,10594570.04,7584550.24,8462336.6,6177187.87,-39.53
2018-05-05,4882374.55,3844333.13,1038041.42,21.26,2018,5,2,5,Saturday,1,2018-05,9791654.31,7650127.52,7847169.74,6219174.54,-13.79
2018-05-06,4852630.6,3859217.33,993413.27,20.47,2018,5,2,6,Sunday,1,2018-05,8759974.04,7687982.86,7004456.56,6238127.43,29.63
2018-05-07,5630735.57,4477313.26,1153422.31,20.48,2018,5,2,0,Monday,0,2018-05,7783791.79,7720671.14,6204039.15,6249462.37,15.06
2018-05-08,5961711.29,4782188.47,1179522.82,19.78,2018,5,2,1,Tuesday,0,2018-05,6667046.75,7775481.0,5331683.01,6281089.16,1.61
2018-05-09,8207932.76,6468074.72,1739858.04,21.2,2018,5,2,2,Wednesday,0,2018-05,6013900.91,7885193.88,4800508.95,6347378.72,28.59
2018-05-10,7249267.2,5767724.99,1481542.21,20.44,2018,5,2,3,Thursday,0,2018-05,5695195.44,7891472.99,4518665.8,6328858.09,-3.37
2018-05-11,5934039.42,4706572.43,1227466.99,20.69,2018,5,2,4,Friday,0,2018-05,6102670.2,7898636.92,4843632.05,6314265.52,-42.05
2018-05-12,5782619.05,4599452.28,1183166.77,20.46,2018,5,2,5,Saturday,1,2018-05,6231276.56,7927198.61,4951506.21,6325083.91,-30.5
2018-05-13,5902938.45,4640987.62,1261950.83,21.38,2018,5,2,6,Sunday,1,2018-05,6381320.53,7958764.84,5063187.68,6331607.6,-19.77
2018-05-14,7023913.46,5532477.08,1491436.38,21.23,2018,5,2,0,Monday,0,2018-05,6580345.95,7995063.26,5213925.37,6345651.7,5.43
2018-05-15,8789772.31,6971865.67,1817906.64,20.68,2018,5,2,1,Tuesday,0,2018-05,6984354.66,8091250.67,5526736.4,6418623.38,16.55
2018-05-16,9398231.32,7399830.54,1998400.78,21.26,2018,5,2,2,Wednesday,0,2018-05,7154397.32,8151083.26,5659844.37,6458927.1,34.67
2018-05-17,9816742.13,7698242.57,2118499.56,21.58,2018,5,2,3,Thursday,0,2018-05,7521179.45,8172321.56,5935632.6,6472741.95,30.43
2018-05-18,7337944.43,5819237.35,1518707.08,20.7,2018,5,2,4,Friday,0,2018-05,7721737.31,8100001.37,6094584.73,6416577.48,-30.47
2018-05-19,6925640.35,5627670.43,1297969.92,18.74,2018,5,2,5,Saturday,1,2018-05,7885026.06,8108500.13,6241473.04,6432773.67,-20.61
2018-05-20,8653992.04,6799995.97,1853996.07,21.42,2018,5,2,6,Sunday,1,2018-05,8278033.72,8138521.01,6549902.8,6458342.09,39.35
2018-05-21,6241809.14,4958178.74,1283630.4,20.57,2018,5,2,0,Monday,0,2018-05,8166304.53,8120121.19,6467860.18,6449745.13,-21.23
2018-05-22,7847121.97,6132458.54,1714663.43,21.85,2018,5,2,1,Tuesday,0,2018-05,8031640.2,8146395.33,6347944.88,6471479.79,1.89
2018-05-23,11779004.94,9369180.79,2409824.15,20.46,2018,5,2,2,Wednesday,0,2018-05,8371750.71,8239307.65,6629280.63,6547278.31,32.72
2018-05-24,9030397.74,7160269.86,1870127.88,20.71,2018,5,2,3,Thursday,0,2018-05,8259415.8,8205224.97,6552427.38,6517720.31,-7.94
2018-05-25,6498399.18,5141245.68,1357153.5,20.88,2018,5,2,4,Friday,0,2018-05,8139480.77,8103575.75,6455571.43,6437001.65,-50.0
2018-05-26,5600677.63,4596266.34,1004411.29,17.93,2018,5,2,5,Saturday,1,2018-05,7950200.38,8047535.5,6308227.99,6396005.61,-48.73
2018-05-27,6413198.63,5135755.4,1277443.23,19.92,2018,5,2,6,Sunday,1,2018-05,7630087.03,7997436.15,6070479.34,6357496.51,-6.28
2018-05-28,7438573.25,5854231.41,1584341.84,21.3,2018,5,2,0,Monday,0,2018-05,7801053.33,7895295.77,6198486.86,6280954.19,21.27
2018-05-29,10262818.32,7905889.83,2356928.49,22.97,2018,5,2,1,Tuesday,0,2018-05,8146152.81,7834909.96,6451834.19,6219210.2,36.59
2018-05-30,20905271.35,16535857.67,4369413.68,20.9,2018,5,2,2,Wednesday,0,2018-05,9449905.16,8116285.3,7475645.17,6434397.61,35.42
2018-05-31,19289944.12,15561846.1,3728098.02,19.33,2018,5,2,3,Thursday,0,2018-05,10915554.64,8299985.88,8675870.35,6590169.77,11.41
2018-06-01,19245165.78,15287542.6,3957623.18,20.56,2018,6,2,4,Friday,0,2018-06,12736521.3,8515492.95,10125341.34,6760211.42,9.1
2018-06-02,17529108.34,13707707.44,3821400.9,21.8,2018,6,2,5,Saturday,1,2018-06,14440582.83,8783789.71,11426975.78,6959114.1,0.0
2018-06-03,13779702.07,10827445.24,2952256.83,21.42,2018,6,2,6,Sunday,1,2018-06,15492940.46,9140389.25,12240074.33,7238968.65,-9.99
2018-06-04,4373078.45,3458754.81,914323.64,20.91,2018,6,2,0,Monday,0,2018-06,15055012.63,9123412.71,11897863.38,7226116.04,-12.23
2018-06-05,5537841.59,4323885.63,1213955.96,21.92,2018,6,2,1,Tuesday,0,2018-06,14380015.96,9146253.08,11386148.5,7241604.98,-19.51
2018-06-06,6238754.07,4903699.53,1335054.54,21.4,2018,6,2,2,Wednesday,0,2018-06,12284799.2,9166520.36,9724411.62,7255817.86,16.77
2018-06-07,4523493.87,3579003.08,944490.79,20.88,2018,6,2,3,Thursday,0,2018-06,10175306.31,9118579.78,8012576.9,7215711.68,-40.8
2018-06-08,5863271.23,4570207.33,1293063.9,22.05,2018,6,2,4,Friday,0,2018-06,8263607.09,9040424.39,6481529.01,7152449.43,-18.9
2018-06-09,7018402.9,5469599.5,1548803.4,22.07,2018,6,2,5,Saturday,1,2018-06,6762077.74,9032728.92,5304656.45,7142511.92,15.62
2018-06-10,6333777.67,5115963.75,1217813.92,19.23,2018,6,2,6,Sunday,1,2018-06,5698374.25,9046053.53,4488730.52,7156158.29,0.04
2018-06-11,7812992.68,6338472.32,1474520.36,18.87,2018,6,2,0,Monday,0,2018-06,6189790.57,9113732.65,4900118.73,7214125.63,19.78
2018-06-12,8959000.0,7232971.98,1726028.02,19.27,2018,6,2,1,Tuesday,0,2018-06,6678527.49,9215601.37,5315702.5,7300525.11,35.15
2018-06-13,9047626.88,7216006.11,1831620.77,20.24,2018,6,2,2,Wednesday,0,2018-06,7079795.03,9283058.48,5646032.01,7356642.74,-0.55
2018-06-14,6994969.99,5361729.98,1633240.01,23.35,2018,6,2,3,Thursday,0,2018-06,7432863.05,9223231.74,5900707.28,7302971.55,-30.24
2018-06-15,7278400.85,5850026.61,1428374.24,19.62,2018,6,2,4,Friday,0,2018-06,7635024.42,9152570.72,6083538.61,7251311.42,-8.34
2018-06-16,9653316.6,7581593.64,2071722.96,21.46,2018,6,2,5,Saturday,1,2018-06,8011440.67,9147123.2,6385252.06,7247423.12,35.13
2018-06-17,8270248.42,6473926.23,1796322.19,21.72,2018,6,2,6,Sunday,1,2018-06,8288079.35,9178200.0,6579246.7,7269246.08,10.93
2018-06-18,9578590.6,7481623.41,2096967.19,21.89,2018,6,2,0,Monday,0,2018-06,8540307.62,9266631.68,6742553.99,7331044.52,22.38
2018-06-19,10591854.27,8526409.74,2065444.53,19.5,2018,6,2,1,Tuesday,0,2018-06,8773572.52,9331227.08,6927330.82,7388591.64,44.25
2018-06-20,10442554.6,8340504.64,2102049.96,20.13,2018,6,2,2,Wednesday,0,2018-06,8972847.9,9471251.93,7087973.46,7501335.84,26.96
2018-06-21,7960357.2,6345143.3,1615213.9,20.29,2018,6,2,3,Thursday,0,2018-06,9110760.36,9475026.44,7228461.08,7508425.33,-25.29
2018-06-22,7890035.7,6262366.78,1627668.92,20.63,2018,6,2,4,Friday,0,2018-06,9198136.77,9345394.13,7287366.82,7404864.86,-14.23
2018-06-23,7919846.87,6623002.69,1296844.18,16.37,2018,6,2,5,Saturday,1,2018-06,8950498.24,9308375.77,7150425.26,7386955.96,21.35
2018-06-24,7114017.67,6244799.31,869218.36,12.22,2018,6,2,6,Sunday,1,2018-06,8785322.42,9328896.39,7117692.84,7423741.08,-6.42
2018-06-25,8744485.32,8162955.36,581529.96,6.65,2018,6,2,0,Monday,0,2018-06,8666164.52,9433689.98,7215025.97,7542630.71,23.74
2018-06-26,10888893.34,10123784.8,765108.54,7.03,2018,6,2,1,Tuesday,0,2018-06,8708598.67,9582879.8,7443222.41,7708898.36,36.39
2018-06-27,11081146.52,10874461.91,206684.61,1.87,2018,6,2,2,Wednesday,0,2018-06,8799826.09,9704298.91,7805216.31,7876239.38,19.8
2018-06-28,8513932.2,8332592.17,181340.03,2.13,2018,6,2,3,Thursday,0,2018-06,8878908.23,9646002.7,8089137.57,7890462.79,-23.07
2018-06-29,12484085.14,11945221.58,538863.56,4.32,2018,6,2,4,Friday,0,2018-06,9535201.01,9365296.5,8900973.97,7737441.59,-14.35
2018-06-30,10005221.27,9784802.48,220418.79,2.2,2018,6,2,5,Saturday,1,2018-06,9833111.64,9055805.74,9352659.66,7544873.46,-3.27
2018-07-01,8830377.17,8529895.83,300481.34,3.4,2018,7,3,6,Sunday,1,2018-07,10078305.85,8708646.12,9679102.02,7319618.57,-6.06
2018-07-02,8070014.23,7743177.14,326837.09,4.05,2018,7,3,0,Monday,0,2018-07,9981952.84,8393342.98,9619133.7,7120800.9,-4.67
2018-07-03,9033060.75,8644208.55,388852.2,4.3,2018,7,3,1,Tuesday,0,2018-07,9716833.9,8235121.6,9407765.67,7048026.34,23.15
2018-07-04,2096565.2,2027736.06,68829.14,3.28,2018,7,3,2,Wednesday,0,2018-07,8433322.28,8159237.83,8143947.69,7000325.71,35.41
2018-07-05,2944993.36,2822619.07,122374.29,4.16,2018,7,3,3,Thursday,0,2018-07,7637759.59,8072809.55,7356808.67,6950283.5,17.85
2018-07-06,2036989.14,2040145.8,-3156.66,-0.15,2018,7,3,4,Friday,0,2018-07,6145317.3,7932750.72,5941797.85,6854831.7,-46.49
2018-07-07,3253556.07,3156576.31,96979.76,2.98,2018,7,3,5,Saturday,1,2018-07,5180793.7,7890419.46,4994908.39,6840750.81,-16.8
2018-07-08,2752144.2,2725199.41,26944.79,0.98,2018,7,3,6,Sunday,1,2018-07,4312474.71,7786715.23,4165666.05,6779250.55,-0.86
2018-07-09,4430764.61,4215804.43,214960.18,4.85,2018,7,3,0,Monday,0,2018-07,3792581.9,7700460.62,3661755.66,6737457.38,2.91
2018-07-10,5201122.72,4881351.11,319771.61,6.15,2018,7,3,1,Tuesday,0,2018-07,3245162.19,7662705.45,3124204.6,6729636.96,18.03
2018-07-11,6502831.07,6236313.66,266517.41,4.1,2018,7,3,2,Wednesday,0,2018-07,3874628.74,7619033.4,3725429.97,6726231.67,31.51
2018-07-12,6228668.47,6094439.16,134229.31,2.16,2018,7,3,3,Thursday,0,2018-07,4343725.18,7528022.35,4192832.84,6688280.58,31.08
2018-07-13,4250921.4,4213700.8,37220.6,0.88,2018,7,3,4,Friday,0,2018-07,4660001.22,7368132.17,4503340.7,6588203.73,-31.03
2018-07-14,4868504.46,4786402.77,82101.69,1.69,2018,7,3,5,Saturday,1,2018-07,4890708.13,7297249.98,4736173.05,6569026.16,8.9
2018-07-15,5393026.83,5249791.03,143235.8,2.66,2018,7,3,6,Sunday,1,2018-07,5267977.08,7234404.18,5096828.99,6549018.31,9.74
2018-07-16,4994805.9,4716050.05,278755.85,5.58,2018,7,3,0,Monday,0,2018-07,5348554.41,7079120.49,5168292.65,6453500.19,-12.06
2018-07-17,5712604.18,5386803.9,325800.28,5.7,2018,7,3,1,Tuesday,0,2018-07,5421623.19,6993865.68,5240500.2,6417262.78,-3.23
2018-07-18,7639039.23,7484190.04,154849.19,2.03,2018,7,3,2,Wednesday,0,2018-07,5583938.64,6929213.97,5418768.25,6417348.33,33.49
2018-07-19,6252432.84,5912775.72,339657.12,5.43,2018,7,3,3,Thursday,0,2018-07,5587333.55,6784566.59,5392816.33,6330227.2,7.36
2018-07-20,5761282.54,5222554.73,538727.81,9.35,2018,7,3,4,Friday,0,2018-07,5803099.43,6628524.19,5536938.32,6226295.53,-25.83
2018-07-21,4939690.9,4320031.79,619659.11,12.54,2018,7,3,5,Saturday,1,2018-07,5813268.92,6527835.31,5470313.89,6158791.81,-36.2
2018-07-22,5641320.53,4834937.23,806383.3,14.29,2018,7,3,6,Sunday,1,2018-07,5848739.45,6452878.14,5411049.07,6111210.83,12.13
2018-07-23,6121614.15,4864263.18,1257350.97,20.54,2018,7,3,0,Monday,0,2018-07,6009712.05,6392937.05,5432222.37,6052586.18,5.13
2018-07-24,6821739.77,5344675.82,1477063.95,21.65,2018,7,3,1,Tuesday,0,2018-07,6168159.99,6383194.45,5426204.07,6022582.06,20.58
2018-07-25,7944998.65,6241710.94,1703287.71,21.44,2018,7,3,2,Wednesday,0,2018-07,6211868.48,6356544.89,5248707.06,5958540.58,9.17
2018-07-26,6463508.32,5212368.25,1251140.07,19.36,2018,7,3,3,Thursday,0,2018-07,6242022.12,6209032.06,5148648.85,5794826.7,-22.34
2018-07-27,5162979.4,4110689.88,1052289.52,20.38,2018,7,3,4,Friday,0,2018-07,6156550.25,6011759.82,4989811.01,5569367.63,-49.19
2018-07-28,6313222.5,5068784.77,1244437.73,19.71,2018,7,3,5,Saturday,1,2018-07,6352769.05,5938402.83,5096775.72,5460574.05,-25.58
2018-07-29,6597216.94,5284529.74,1312687.2,19.9,2018,7,3,6,Sunday,1,2018-07,6489325.68,5742173.89,5161003.23,5238550.99,-13.46
2018-07-30,7314460.76,5725898.93,1588561.83,21.72,2018,7,3,0,Monday,0,2018-07,6659732.33,5652481.88,5284094.05,5103254.2,-16.96
2018-07-31,12496367.04,9909115.53,2587251.51,20.7,2018,7,3,1,Tuesday,0,2018-07,7470393.37,5774681.54,5936156.86,5149228.19,32.01
2018-08-01,13786351.91,10884999.4,2901352.51,21.05,2018,8,3,2,Wednesday,0,2018-08,8304872.41,5965226.13,6599483.79,5253955.6,94.08
2018-08-02,10106943.25,7999614.76,2107328.49,20.85,2018,8,3,3,Thursday,0,2018-08,8825363.11,6001022.21,6997661.86,5232469.14,61.91
2018-08-03,9026931.62,7058116.81,1968814.81,21.81,2018,8,3,4,Friday,0,2018-08,9377356.29,6232034.43,7418722.85,5400148.5,37.59
2018-08-04,6859151.1,5490125.8,1369025.3,19.96,2018,8,3,5,Saturday,1,2018-08,9455346.09,6362506.35,7478914.42,5489065.39,25.35
2018-08-05,3117800.12,2491453.39,626346.73,20.09,2018,8,3,6,Sunday,1,2018-08,8958286.54,6398533.38,7079903.52,5504108.98,91.74
2018-08-06,3924563.55,3048117.59,876445.96,22.33,2018,8,3,0,Monday,0,2018-08,8474015.51,6420900.3,6697363.33,5500493.69,90.88
2018-08-07,4212970.63,3334965.62,878005.01,20.84,2018,8,3,1,Tuesday,0,2018-08,7290673.17,6469594.51,5758199.05,5520819.23,103.43
2018-08-08,4647118.76,3610702.93,1036415.83,22.3,2018,8,3,2,Wednesday,0,2018-08,5985068.43,6476806.32,4719013.84,5500649.18,76.6
2018-08-09,4946125.63,3977801.47,968324.16,19.58,2018,8,3,3,Thursday,0,2018-08,5247808.77,6468306.42,4144469.09,5470530.86,87.66
2018-08-10,3705554.89,2859379.41,846175.48,22.84,2018,8,3,4,Friday,0,2018-08,4487612.1,6375063.88,3544649.46,5357966.38,18.61
2018-08-11,4591065.72,3598807.89,992257.83,21.61,2018,8,3,5,Saturday,1,2018-08,4163599.9,6320477.12,3274461.19,5274778.67,45.09
2018-08-12,4030885.81,3179458.32,851427.49,21.12,2018,8,3,6,Sunday,1,2018-08,4294040.71,6313142.6,3372747.6,5240303.92,67.61
2018-08-13,4244815.28,3284829.91,959985.37,22.62,2018,8,3,0,Monday,0,2018-08,4339790.96,6292352.96,3406563.65,5190251.49,78.68
2018-08-14,6041631.13,4766947.5,1274683.63,21.1,2018,8,3,1,Tuesday,0,2018-08,4601028.17,6313973.1,3611132.49,5174156.71,98.83
2018-08-15,6058071.07,4807626.36,1250444.71,20.64,2018,8,3,2,Wednesday,0,2018-08,4802592.79,6349415.27,3782121.55,5177209.25,135.66
