snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,product_name,category,segment,year,month,product_price,product_cogs,inventory_value_retail,inventory_value_cost,inventory_health
2020-05-31,1098,368,1,1,2,11040.0,0.9333,1,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2020,5,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Stockout
2020-07-31,1098,368,1,1,0,11040.0,1.0,0,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2020,7,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Overstock
2020-12-31,1098,368,1,1,0,11040.0,1.0,0,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2020,12,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Overstock
2021-03-31,1098,368,2,2,2,5520.0,0.9333,1,1,0,0.0054,MekongFit RP-44,Outdoor,Activewear,2021,3,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Stockout
2021-04-30,1098,368,1,1,2,11040.0,0.9333,1,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2021,4,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Stockout
2021-05-31,1098,368,1,1,2,11040.0,0.9333,1,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2021,5,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Stockout
2022-08-31,1098,368,1,1,2,11040.0,0.9333,1,1,0,0.0027,MekongFit RP-44,Outdoor,Activewear,2022,8,3724.014215938303,3151.633230948586,1370437.23,1159801.03,Stockout
2021-04-30,1099,6,2,2,2,90.0,0.9333,1,0,0,0.25,MekongFit RP-45,Outdoor,Activewear,2021,4,497.07,249.280605,2982.42,1495.68,Stockout
2021-04-30,1100,6,2,2,0,90.0,1.0,0,0,0,0.25,MekongFit RP-46,Outdoor,Activewear,2021,4,497.07,346.308669,2982.42,2077.85,Healthy
2020-08-31,1101,3,1,1,2,90.0,0.9333,1,0,0,0.25,MekongFit RP-47,Outdoor,Activewear,2020,8,2676.87,1384.7448510000002,8030.61,4154.23,Stockout
2021-03-31,1101,3,2,2,0,45.0,1.0,0,0,0,0.4,MekongFit RP-47,Outdoor,Activewear,2021,3,2676.87,1384.7448510000002,8030.61,4154.23,Healthy
2020-08-31,1102,3,1,1,2,90.0,0.9333,1,0,0,0.25,MekongFit RP-48,Outdoor,Activewear,2020,8,2676.87,2543.0265,8030.61,7629.08,Stockout
2021-03-31,1102,3,2,2,2,45.0,0.9333,1,0,0,0.4,MekongFit RP-48,Outdoor,Activewear,2021,3,2676.87,2543.0265,8030.61,7629.08,Stockout
2017-12-31,1103,19,7,6,2,95.0,0.9333,1,1,0,0.24,MekongFit RP-49,Outdoor,Activewear,2017,12,1792.7023572474377,1145.8953467525623,34061.34,21772.01,Stockout
2018-01-31,1103,19,1,1,2,570.0,0.9333,1,1,0,0.05,MekongFit RP-49,Outdoor,Activewear,2018,1,1792.7023572474377,1145.8953467525623,34061.34,21772.01,Stockout
2018-02-28,1103,20,7,6,0,100.0,1.0,0,1,0,0.2308,MekongFit RP-49,Outdoor,Activewear,2018,2,1792.7023572474377,1145.8953467525623,35854.05,22917.91,Overstock
2018-03-31,1103,21,13,12,0,52.5,1.0,0,0,0,0.3636,MekongFit RP-49,Outdoor,Activewear,2018,3,1792.7023572474377,1145.8953467525623,37646.75,24063.8,Healthy
2018-04-30,1103,21,2,2,0,315.0,1.0,0,1,0,0.087,MekongFit RP-49,Outdoor,Activewear,2018,4,1792.7023572474377,1145.8953467525623,37646.75,24063.8,Overstock
2018-05-31,1103,22,15,14,1,47.1,0.9667,1,0,0,0.3889,MekongFit RP-49,Outdoor,Activewear,2018,5,1792.7023572474377,1145.8953467525623,39439.45,25209.7,Stockout
2018-06-30,1103,26,22,18,2,43.3,0.9333,1,0,0,0.4091,MekongFit RP-49,Outdoor,Activewear,2018,6,1792.7023572474377,1145.8953467525623,46610.26,29793.28,Stockout
2018-07-31,1103,29,19,16,2,54.4,0.9333,1,0,0,0.3556,MekongFit RP-49,Outdoor,Activewear,2018,7,1792.7023572474377,1145.8953467525623,51988.37,33230.97,Stockout
2018-08-31,1103,30,7,6,2,150.0,0.9333,1,1,0,0.1667,MekongFit RP-49,Outdoor,Activewear,2018,8,1792.7023572474377,1145.8953467525623,53781.07,34376.86,Stockout
2018-09-30,1103,31,13,12,2,77.5,0.9333,1,0,0,0.2791,MekongFit RP-49,Outdoor,Activewear,2018,9,1792.7023572474377,1145.8953467525623,55573.77,35522.76,Stockout
2018-10-31,1103,32,6,5,0,192.0,1.0,0,1,0,0.1351,MekongFit RP-49,Outdoor,Activewear,2018,10,1792.7023572474377,1145.8953467525623,57366.48,36668.65,Overstock
2018-11-30,1103,33,9,8,1,123.8,0.9667,1,1,0,0.1951,MekongFit RP-49,Outdoor,Activewear,2018,11,1792.7023572474377,1145.8953467525623,59159.18,37814.55,Stockout
2018-12-31,1103,35,22,20,1,52.5,0.9667,1,0,0,0.3636,MekongFit RP-49,Outdoor,Activewear,2018,12,1792.7023572474377,1145.8953467525623,62744.58,40106.34,Stockout
2019-01-31,1103,37,16,14,2,79.3,0.9333,1,0,0,0.2745,MekongFit RP-49,Outdoor,Activewear,2019,1,1792.7023572474377,1145.8953467525623,66329.99,42398.13,Stockout
2019-02-28,1103,39,10,8,0,146.2,1.0,0,1,0,0.1702,MekongFit RP-49,Outdoor,Activewear,2019,2,1792.7023572474377,1145.8953467525623,69915.39,44689.92,Overstock
2019-03-31,1103,40,13,12,0,100.0,1.0,0,1,0,0.2308,MekongFit RP-49,Outdoor,Activewear,2019,3,1792.7023572474377,1145.8953467525623,71708.09,45835.81,Overstock
2019-04-30,1103,44,22,18,0,73.3,1.0,0,0,0,0.2903,MekongFit RP-49,Outdoor,Activewear,2019,4,1792.7023572474377,1145.8953467525623,78878.9,50419.4,Healthy
2019-05-31,1103,49,26,21,2,70.0,0.9333,1,0,0,0.3,MekongFit RP-49,Outdoor,Activewear,2019,5,1792.7023572474377,1145.8953467525623,87842.42,56148.87,Stockout
2019-06-30,1103,55,28,22,1,75.0,0.9667,1,0,0,0.2857,MekongFit RP-49,Outdoor,Activewear,2019,6,1792.7023572474377,1145.8953467525623,98598.63,63024.24,Stockout
2019-07-31,1103,58,16,13,2,133.8,0.9333,1,1,0,0.1831,MekongFit RP-49,Outdoor,Activewear,2019,7,1792.7023572474377,1145.8953467525623,103976.74,66461.93,Stockout
2019-08-31,1103,61,14,11,0,166.4,1.0,0,1,0,0.1528,MekongFit RP-49,Outdoor,Activewear,2019,8,1792.7023572474377,1145.8953467525623,109354.84,69899.62,Overstock
2019-09-30,1103,62,9,8,0,232.5,1.0,0,1,0,0.1143,MekongFit RP-49,Outdoor,Activewear,2019,9,1792.7023572474377,1145.8953467525623,111147.55,71045.51,Overstock
2019-10-31,1103,62,2,2,0,930.0,1.0,0,1,0,0.0312,MekongFit RP-49,Outdoor,Activewear,2019,10,1792.7023572474377,1145.8953467525623,111147.55,71045.51,Overstock
2019-11-30,1103,63,7,6,2,315.0,0.9333,1,1,0,0.087,MekongFit RP-49,Outdoor,Activewear,2019,11,1792.7023572474377,1145.8953467525623,112940.25,72191.41,Stockout
2019-12-31,1103,65,12,10,0,195.0,1.0,0,1,0,0.1333,MekongFit RP-49,Outdoor,Activewear,2019,12,1792.7023572474377,1145.8953467525623,116525.65,74483.2,Overstock
2020-01-31,1103,65,5,5,0,390.0,1.0,0,1,0,0.0714,MekongFit RP-49,Outdoor,Activewear,2020,1,1792.7023572474377,1145.8953467525623,116525.65,74483.2,Overstock
2020-02-29,1103,66,8,7,1,282.9,0.9667,1,1,0,0.0959,MekongFit RP-49,Outdoor,Activewear,2020,2,1792.7023572474377,1145.8953467525623,118318.36,75629.09,Stockout
2020-03-31,1103,69,21,18,0,115.0,1.0,0,1,0,0.2069,MekongFit RP-49,Outdoor,Activewear,2020,3,1792.7023572474377,1145.8953467525623,123696.46,79066.78,Overstock
2020-04-30,1103,73,20,16,2,136.9,0.9333,1,1,0,0.1798,MekongFit RP-49,Outdoor,Activewear,2020,4,1792.7023572474377,1145.8953467525623,130867.27,83650.36,Stockout
2020-05-31,1103,74,9,8,1,277.5,0.9667,1,1,0,0.0976,MekongFit RP-49,Outdoor,Activewear,2020,5,1792.7023572474377,1145.8953467525623,132659.97,84796.26,Stockout
2020-06-30,1103,75,13,12,1,187.5,0.9667,1,1,0,0.1379,MekongFit RP-49,Outdoor,Activewear,2020,6,1792.7023572474377,1145.8953467525623,134452.68,85942.15,Stockout
2020-07-31,1103,77,12,10,0,231.0,1.0,0,1,0,0.1149,MekongFit RP-49,Outdoor,Activewear,2020,7,1792.7023572474377,1145.8953467525623,138038.08,88233.94,Overstock
2020-08-31,1103,78,11,10,2,234.0,0.9333,1,1,0,0.1136,MekongFit RP-49,Outdoor,Activewear,2020,8,1792.7023572474377,1145.8953467525623,139830.78,89379.84,Stockout
2020-09-30,1103,79,6,5,2,474.0,0.9333,1,1,0,0.0595,MekongFit RP-49,Outdoor,Activewear,2020,9,1792.7023572474377,1145.8953467525623,141623.49,90525.73,Stockout
2020-10-31,1103,79,3,3,2,790.0,0.9333,1,1,0,0.0366,MekongFit RP-49,Outdoor,Activewear,2020,10,1792.7023572474377,1145.8953467525623,141623.49,90525.73,Stockout
2020-11-30,1103,80,6,5,1,480.0,0.9667,1,1,0,0.0588,MekongFit RP-49,Outdoor,Activewear,2020,11,1792.7023572474377,1145.8953467525623,143416.19,91671.63,Stockout
2020-12-31,1103,81,15,14,0,173.6,1.0,0,1,0,0.1474,MekongFit RP-49,Outdoor,Activewear,2020,12,1792.7023572474377,1145.8953467525623,145208.89,92817.52,Overstock
2021-01-31,1103,81,3,3,0,810.0,1.0,0,1,0,0.0357,MekongFit RP-49,Outdoor,Activewear,2021,1,1792.7023572474377,1145.8953467525623,145208.89,92817.52,Overstock
2021-02-28,1103,81,6,6,1,405.0,0.9667,1,1,0,0.069,MekongFit RP-49,Outdoor,Activewear,2021,2,1792.7023572474377,1145.8953467525623,145208.89,92817.52,Stockout
2021-03-31,1103,82,11,10,1,246.0,0.9667,1,1,0,0.1087,MekongFit RP-49,Outdoor,Activewear,2021,3,1792.7023572474377,1145.8953467525623,147001.59,93963.42,Stockout
2021-04-30,1103,83,14,13,2,191.5,0.9333,1,1,0,0.1354,MekongFit RP-49,Outdoor,Activewear,2021,4,1792.7023572474377,1145.8953467525623,148794.3,95109.31,Stockout
2021-05-31,1103,84,11,10,0,252.0,1.0,0,1,0,0.1064,MekongFit RP-49,Outdoor,Activewear,2021,5,1792.7023572474377,1145.8953467525623,150587.0,96255.21,Overstock
2021-06-30,1103,85,9,8,0,318.8,1.0,0,1,0,0.086,MekongFit RP-49,Outdoor,Activewear,2021,6,1792.7023572474377,1145.8953467525623,152379.7,97401.1,Overstock
2021-07-31,1103,85,3,3,0,850.0,1.0,0,1,0,0.0341,MekongFit RP-49,Outdoor,Activewear,2021,7,1792.7023572474377,1145.8953467525623,152379.7,97401.1,Overstock
2021-08-31,1103,86,6,5,2,516.0,0.9333,1,1,0,0.0549,MekongFit RP-49,Outdoor,Activewear,2021,8,1792.7023572474377,1145.8953467525623,154172.4,98547.0,Stockout
2021-09-30,1103,86,5,5,1,516.0,0.9667,1,1,0,0.0549,MekongFit RP-49,Outdoor,Activewear,2021,9,1792.7023572474377,1145.8953467525623,154172.4,98547.0,Stockout
2021-10-31,1103,86,5,5,0,516.0,1.0,0,1,0,0.0549,MekongFit RP-49,Outdoor,Activewear,2021,10,1792.7023572474377,1145.8953467525623,154172.4,98547.0,Overstock
2021-11-30,1103,87,9,8,1,326.2,0.9667,1,1,0,0.0842,MekongFit RP-49,Outdoor,Activewear,2021,11,1792.7023572474377,1145.8953467525623,155965.11,99692.9,Stockout
2021-12-31,1103,88,9,8,2,330.0,0.9333,1,1,0,0.0833,MekongFit RP-49,Outdoor,Activewear,2021,12,1792.7023572474377,1145.8953467525623,157757.81,100838.79,Stockout
2022-01-31,1103,88,1,1,0,2640.0,1.0,0,1,0,0.0112,MekongFit RP-49,Outdoor,Activewear,2022,1,1792.7023572474377,1145.8953467525623,157757.81,100838.79,Overstock
2022-02-28,1103,89,8,7,1,381.4,0.9667,1,1,0,0.0729,MekongFit RP-49,Outdoor,Activewear,2022,2,1792.7023572474377,1145.8953467525623,159550.51,101984.69,Stockout
2022-03-31,1103,90,8,7,2,385.7,0.9333,1,1,0,0.0722,MekongFit RP-49,Outdoor,Activewear,2022,3,1792.7023572474377,1145.8953467525623,161343.21,103130.58,Stockout
2022-04-30,1103,91,9,8,1,341.2,0.9667,1,1,0,0.0808,MekongFit RP-49,Outdoor,Activewear,2022,4,1792.7023572474377,1145.8953467525623,163135.91,104276.48,Stockout
2022-05-31,1103,91,5,5,2,546.0,0.9333,1,1,0,0.0521,MekongFit RP-49,Outdoor,Activewear,2022,5,1792.7023572474377,1145.8953467525623,163135.91,104276.48,Stockout
2022-06-30,1103,93,15,13,1,214.6,0.9667,1,1,0,0.1226,MekongFit RP-49,Outdoor,Activewear,2022,6,1792.7023572474377,1145.8953467525623,166721.32,106568.27,Stockout
2022-07-31,1103,94,6,5,0,564.0,1.0,0,1,0,0.0505,MekongFit RP-49,Outdoor,Activewear,2022,7,1792.7023572474377,1145.8953467525623,168514.02,107714.16,Overstock
2022-08-31,1103,95,11,10,1,285.0,0.9667,1,1,0,0.0952,MekongFit RP-49,Outdoor,Activewear,2022,8,1792.7023572474377,1145.8953467525623,170306.72,108860.06,Stockout
2022-09-30,1103,96,10,9,2,320.0,0.9333,1,1,0,0.0857,MekongFit RP-49,Outdoor,Activewear,2022,9,1792.7023572474377,1145.8953467525623,172099.43,110005.95,Stockout
2022-10-31,1103,96,4,4,0,720.0,1.0,0,1,0,0.04,MekongFit RP-49,Outdoor,Activewear,2022,10,1792.7023572474377,1145.8953467525623,172099.43,110005.95,Overstock
2022-11-30,1103,97,9,8,1,363.8,0.9667,1,1,0,0.0762,MekongFit RP-49,Outdoor,Activewear,2022,11,1792.7023572474377,1145.8953467525623,173892.13,111151.85,Stockout
2022-12-31,1103,99,19,17,2,174.7,0.9333,1,1,0,0.1466,MekongFit RP-49,Outdoor,Activewear,2022,12,1792.7023572474377,1145.8953467525623,177477.53,113443.64,Stockout
2017-12-31,1104,18,6,6,2,90.0,0.9333,1,0,0,0.25,MekongFit RP-50,Outdoor,Activewear,2017,12,1792.7023572474377,1703.0672393850657,32268.64,30655.21,Stockout
2018-01-31,1104,18,1,1,2,540.0,0.9333,1,1,0,0.0526,MekongFit RP-50,Outdoor,Activewear,2018,1,1792.7023572474377,1703.0672393850657,32268.64,30655.21,Stockout
2018-02-28,1104,18,6,6,0,90.0,1.0,0,0,0,0.25,MekongFit RP-50,Outdoor,Activewear,2018,2,1792.7023572474377,1703.0672393850657,32268.64,30655.21,Healthy
2018-03-31,1104,19,13,12,2,47.5,0.9333,1,0,0,0.3871,MekongFit RP-50,Outdoor,Activewear,2018,3,1792.7023572474377,1703.0672393850657,34061.34,32358.28,Stockout
2018-04-30,1104,19,2,2,2,285.0,0.9333,1,1,0,0.0952,MekongFit RP-50,Outdoor,Activewear,2018,4,1792.7023572474377,1703.0672393850657,34061.34,32358.28,Stockout
2018-05-31,1104,22,17,14,2,47.1,0.9333,1,0,0,0.3889,MekongFit RP-50,Outdoor,Activewear,2018,5,1792.7023572474377,1703.0672393850657,39439.45,37467.48,Stockout
2018-06-30,1104,24,20,18,0,40.0,1.0,0,0,0,0.4286,MekongFit RP-50,Outdoor,Activewear,2018,6,1792.7023572474377,1703.0672393850657,43024.86,40873.61,Healthy
2018-07-31,1104,28,20,16,2,52.5,0.9333,1,0,0,0.3636,MekongFit RP-50,Outdoor,Activewear,2018,7,1792.7023572474377,1703.0672393850657,50195.67,47685.88,Stockout
2018-08-31,1104,29,7,6,2,145.0,0.9333,1,1,0,0.1714,MekongFit RP-50,Outdoor,Activewear,2018,8,1792.7023572474377,1703.0672393850657,51988.37,49388.95,Stockout
2018-09-30,1104,31,14,12,1,77.5,0.9667,1,0,0,0.2791,MekongFit RP-50,Outdoor,Activewear,2018,9,1792.7023572474377,1703.0672393850657,55573.77,52795.08,Stockout
2018-10-31,1104,31,5,5,2,186.0,0.9333,1,1,0,0.1389,MekongFit RP-50,Outdoor,Activewear,2018,10,1792.7023572474377,1703.0672393850657,55573.77,52795.08,Stockout
2018-11-30,1104,32,9,8,1,120.0,0.9667,1,1,0,0.2,MekongFit RP-50,Outdoor,Activewear,2018,11,1792.7023572474377,1703.0672393850657,57366.48,54498.15,Stockout
2018-12-31,1104,34,22,20,0,51.0,1.0,0,0,0,0.3704,MekongFit RP-50,Outdoor,Activewear,2018,12,1792.7023572474377,1703.0672393850657,60951.88,57904.29,Healthy
2019-01-31,1104,36,16,14,1,77.1,0.9667,1,0,0,0.28,MekongFit RP-50,Outdoor,Activewear,2019,1,1792.7023572474377,1703.0672393850657,64537.28,61310.42,Stockout
2019-02-28,1104,37,9,8,0,138.8,1.0,0,1,0,0.1778,MekongFit RP-50,Outdoor,Activewear,2019,2,1792.7023572474377,1703.0672393850657,66329.99,63013.49,Overstock
2019-03-31,1104,39,14,12,2,97.5,0.9333,1,1,0,0.2353,MekongFit RP-50,Outdoor,Activewear,2019,3,1792.7023572474377,1703.0672393850657,69915.39,66419.62,Stockout
2019-04-30,1104,42,21,18,2,70.0,0.9333,1,0,0,0.3,MekongFit RP-50,Outdoor,Activewear,2019,4,1792.7023572474377,1703.0672393850657,75293.5,71528.82,Stockout
2019-05-31,1104,45,24,21,0,64.3,1.0,0,0,0,0.3182,MekongFit RP-50,Outdoor,Activewear,2019,5,1792.7023572474377,1703.0672393850657,80671.61,76638.03,Healthy
2019-06-30,1104,49,26,22,0,66.8,1.0,0,0,0,0.3099,MekongFit RP-50,Outdoor,Activewear,2019,6,1792.7023572474377,1703.0672393850657,87842.42,83450.29,Healthy
2019-07-31,1104,51,15,13,0,117.7,1.0,0,1,0,0.2031,MekongFit RP-50,Outdoor,Activewear,2019,7,1792.7023572474377,1703.0672393850657,91427.82,86856.43,Overstock
2019-08-31,1104,53,13,11,1,144.5,0.9667,1,1,0,0.1719,MekongFit RP-50,Outdoor,Activewear,2019,8,1792.7023572474377,1703.0672393850657,95013.22,90262.56,Stockout
2019-09-30,1104,54,9,8,1,202.5,0.9667,1,1,0,0.129,MekongFit RP-50,Outdoor,Activewear,2019,9,1792.7023572474377,1703.0672393850657,96805.93,91965.63,Stockout
2019-10-31,1104,54,2,2,0,810.0,1.0,0,1,0,0.0357,MekongFit RP-50,Outdoor,Activewear,2019,10,1792.7023572474377,1703.0672393850657,96805.93,91965.63,Overstock
2019-11-30,1104,55,7,6,0,275.0,1.0,0,1,0,0.0984,MekongFit RP-50,Outdoor,Activewear,2019,11,1792.7023572474377,1703.0672393850657,98598.63,93668.7,Overstock
2019-12-31,1104,56,11,10,1,168.0,0.9667,1,1,0,0.1515,MekongFit RP-50,Outdoor,Activewear,2019,12,1792.7023572474377,1703.0672393850657,100391.33,95371.77,Stockout
2020-01-31,1104,56,5,5,0,336.0,1.0,0,1,0,0.082,MekongFit RP-50,Outdoor,Activewear,2020,1,1792.7023572474377,1703.0672393850657,100391.33,95371.77,Overstock
2020-02-29,1104,57,8,7,0,244.3,1.0,0,1,0,0.1094,MekongFit RP-50,Outdoor,Activewear,2020,2,1792.7023572474377,1703.0672393850657,102184.03,97074.83,Overstock
2020-03-31,1104,60,21,18,1,100.0,0.9667,1,1,0,0.2308,MekongFit RP-50,Outdoor,Activewear,2020,3,1792.7023572474377,1703.0672393850657,107562.14,102184.03,Stockout
2020-04-30,1104,64,20,16,1,120.0,0.9667,1,1,0,0.2,MekongFit RP-50,Outdoor,Activewear,2020,4,1792.7023572474377,1703.0672393850657,114732.95,108996.3,Stockout
2020-05-31,1104,64,8,8,2,240.0,0.9333,1,1,0,0.1111,MekongFit RP-50,Outdoor,Activewear,2020,5,1792.7023572474377,1703.0672393850657,114732.95,108996.3,Stockout
2020-06-30,1104,66,14,12,1,165.0,0.9667,1,1,0,0.1538,MekongFit RP-50,Outdoor,Activewear,2020,6,1792.7023572474377,1703.0672393850657,118318.36,112402.44,Stockout
2020-07-31,1104,68,12,10,0,204.0,1.0,0,1,0,0.1282,MekongFit RP-50,Outdoor,Activewear,2020,7,1792.7023572474377,1703.0672393850657,121903.76,115808.57,Overstock
2020-08-31,1104,70,12,10,1,210.0,0.9667,1,1,0,0.125,MekongFit RP-50,Outdoor,Activewear,2020,8,1792.7023572474377,1703.0672393850657,125489.17,119214.71,Stockout
2020-09-30,1104,70,5,5,1,420.0,0.9667,1,1,0,0.0667,MekongFit RP-50,Outdoor,Activewear,2020,9,1792.7023572474377,1703.0672393850657,125489.17,119214.71,Stockout
2020-10-31,1104,70,3,3,2,700.0,0.9333,1,1,0,0.0411,MekongFit RP-50,Outdoor,Activewear,2020,10,1792.7023572474377,1703.0672393850657,125489.17,119214.71,Stockout
2020-11-30,1104,71,6,5,1,426.0,0.9667,1,1,0,0.0658,MekongFit RP-50,Outdoor,Activewear,2020,11,1792.7023572474377,1703.0672393850657,127281.87,120917.77,Stockout
2020-12-31,1104,73,16,14,1,156.4,0.9667,1,1,0,0.1609,MekongFit RP-50,Outdoor,Activewear,2020,12,1792.7023572474377,1703.0672393850657,130867.27,124323.91,Stockout
2021-01-31,1104,73,3,3,2,730.0,0.9333,1,1,0,0.0395,MekongFit RP-50,Outdoor,Activewear,2021,1,1792.7023572474377,1703.0672393850657,130867.27,124323.91,Stockout
2021-02-28,1104,74,7,6,2,370.0,0.9333,1,1,0,0.075,MekongFit RP-50,Outdoor,Activewear,2021,2,1792.7023572474377,1703.0672393850657,132659.97,126026.98,Stockout
2021-03-31,1104,76,12,10,1,228.0,0.9667,1,1,0,0.1163,MekongFit RP-50,Outdoor,Activewear,2021,3,1792.7023572474377,1703.0672393850657,136245.38,129433.11,Stockout
2021-04-30,1104,79,16,13,1,182.3,0.9667,1,1,0,0.1413,MekongFit RP-50,Outdoor,Activewear,2021,4,1792.7023572474377,1703.0672393850657,141623.49,134542.31,Stockout
2021-05-31,1104,80,11,10,1,240.0,0.9667,1,1,0,0.1111,MekongFit RP-50,Outdoor,Activewear,2021,5,1792.7023572474377,1703.0672393850657,143416.19,136245.38,Stockout
2021-06-30,1104,81,9,8,0,303.8,1.0,0,1,0,0.0899,MekongFit RP-50,Outdoor,Activewear,2021,6,1792.7023572474377,1703.0672393850657,145208.89,137948.45,Overstock
2021-07-31,1104,81,3,3,1,810.0,0.9667,1,1,0,0.0357,MekongFit RP-50,Outdoor,Activewear,2021,7,1792.7023572474377,1703.0672393850657,145208.89,137948.45,Stockout
2021-08-31,1104,81,5,5,1,486.0,0.9667,1,1,0,0.0581,MekongFit RP-50,Outdoor,Activewear,2021,8,1792.7023572474377,1703.0672393850657,145208.89,137948.45,Stockout
2021-09-30,1104,81,5,5,0,486.0,1.0,0,1,0,0.0581,MekongFit RP-50,Outdoor,Activewear,2021,9,1792.7023572474377,1703.0672393850657,145208.89,137948.45,Overstock
2021-10-31,1104,81,5,5,2,486.0,0.9333,1,1,0,0.0581,MekongFit RP-50,Outdoor,Activewear,2021,10,1792.7023572474377,1703.0672393850657,145208.89,137948.45,Stockout
2021-11-30,1104,82,9,8,2,307.5,0.9333,1,1,0,0.0889,MekongFit RP-50,Outdoor,Activewear,2021,11,1792.7023572474377,1703.0672393850657,147001.59,139651.51,Stockout
2021-12-31,1104,83,9,8,1,311.2,0.9667,1,1,0,0.0879,MekongFit RP-50,Outdoor,Activewear,2021,12,1792.7023572474377,1703.0672393850657,148794.3,141354.58,Stockout
2022-01-31,1104,83,1,1,2,2490.0,0.9333,1,1,0,0.0119,MekongFit RP-50,Outdoor,Activewear,2022,1,1792.7023572474377,1703.0672393850657,148794.3,141354.58,Stockout
2022-02-28,1104,84,8,7,2,360.0,0.9333,1,1,0,0.0769,MekongFit RP-50,Outdoor,Activewear,2022,2,1792.7023572474377,1703.0672393850657,150587.0,143057.65,Stockout
2022-03-31,1104,85,8,7,1,364.3,0.9667,1,1,0,0.0761,MekongFit RP-50,Outdoor,Activewear,2022,3,1792.7023572474377,1703.0672393850657,152379.7,144760.72,Stockout
2022-04-30,1104,86,9,8,1,322.5,0.9667,1,1,0,0.0851,MekongFit RP-50,Outdoor,Activewear,2022,4,1792.7023572474377,1703.0672393850657,154172.4,146463.78,Stockout
2022-05-31,1104,86,5,5,1,516.0,0.9667,1,1,0,0.0549,MekongFit RP-50,Outdoor,Activewear,2022,5,1792.7023572474377,1703.0672393850657,154172.4,146463.78,Stockout
2022-06-30,1104,88,15,13,2,203.1,0.9333,1,1,0,0.1287,MekongFit RP-50,Outdoor,Activewear,2022,6,1792.7023572474377,1703.0672393850657,157757.81,149869.92,Stockout
2022-07-31,1104,88,5,5,1,528.0,0.9667,1,1,0,0.0538,MekongFit RP-50,Outdoor,Activewear,2022,7,1792.7023572474377,1703.0672393850657,157757.81,149869.92,Stockout
2022-08-31,1104,89,11,10,0,267.0,1.0,0,1,0,0.101,MekongFit RP-50,Outdoor,Activewear,2022,8,1792.7023572474377,1703.0672393850657,159550.51,151572.98,Overstock
2022-09-30,1104,90,10,9,0,300.0,1.0,0,1,0,0.0909,MekongFit RP-50,Outdoor,Activewear,2022,9,1792.7023572474377,1703.0672393850657,161343.21,153276.05,Overstock
2022-10-31,1104,90,4,4,0,675.0,1.0,0,1,0,0.0426,MekongFit RP-50,Outdoor,Activewear,2022,10,1792.7023572474377,1703.0672393850657,161343.21,153276.05,Overstock
2022-11-30,1104,91,9,8,2,341.2,0.9333,1,1,0,0.0808,MekongFit RP-50,Outdoor,Activewear,2022,11,1792.7023572474377,1703.0672393850657,163135.91,154979.12,Stockout
2022-12-31,1104,94,20,17,1,165.9,0.9667,1,1,0,0.1532,MekongFit RP-50,Outdoor,Activewear,2022,12,1792.7023572474377,1703.0672393850657,168514.02,160088.32,Stockout
2012-07-31,1105,12,4,4,0,90.0,1.0,0,0,0,0.25,MekongFit RP-51,Outdoor,Activewear,2012,7,3028.62,2877.189,36343.44,34526.27,Healthy
2012-08-31,1105,13,6,5,0,78.0,1.0,0,0,0,0.2778,MekongFit RP-51,Outdoor,Activewear,2012,8,3028.62,2877.189,39372.06,37403.46,Healthy
2012-09-30,1105,13,5,5,0,78.0,1.0,0,0,0,0.2778,MekongFit RP-51,Outdoor,Activewear,2012,9,3028.62,2877.189,39372.06,37403.46,Healthy
2012-10-31,1105,14,12,11,0,38.2,1.0,0,0,0,0.44,MekongFit RP-51,Outdoor,Activewear,2012,10,3028.62,2877.189,42400.68,40280.65,Healthy
2012-11-30,1105,14,3,3,1,140.0,0.9667,1,1,0,0.1765,MekongFit RP-51,Outdoor,Activewear,2012,11,3028.62,2877.189,42400.68,40280.65,Stockout
2012-12-31,1105,15,10,9,1,50.0,0.9667,1,0,0,0.375,MekongFit RP-51,Outdoor,Activewear,2012,12,3028.62,2877.189,45429.3,43157.84,Stockout
2013-01-31,1105,17,13,11,0,46.4,1.0,0,0,0,0.3929,MekongFit RP-51,Outdoor,Activewear,2013,1,3028.62,2877.189,51486.54,48912.21,Healthy
2013-02-28,1105,17,1,1,2,510.0,0.9333,1,1,0,0.0556,MekongFit RP-51,Outdoor,Activewear,2013,2,3028.62,2877.189,51486.54,48912.21,Stockout
2013-03-31,1105,18,8,7,2,77.1,0.9333,1,0,0,0.28,MekongFit RP-51,Outdoor,Activewear,2013,3,3028.62,2877.189,54515.16,51789.4,Stockout
2013-04-30,1105,19,14,13,2,43.8,0.9333,1,0,0,0.4062,MekongFit RP-51,Outdoor,Activewear,2013,4,3028.62,2877.189,57543.78,54666.59,Stockout
