customer_id,zip,city,signup_date,gender,age_group,acquisition_channel,last_order_date,first_order_date,frequency,monetary,avg_order_value,recency_days,tenure_days,R_score,F_score,M_score,RFM_score,rfm_segment,region,signup_year,signup_month,signup_ym
61297,28266,Bac Ninh,2021-08-26,Female,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,8,2021-08
61299,28269,Bac Ninh,2020-07-20,Female,18-24,organic_search,2022-03-16,2012-12-12,29,978630.59,33745.88,291.0,3672.0,4.0,5.0,5.0,455.0,Champions,East,2020,7,2020-07
61302,28269,Bac Ninh,2022-10-16,Female,35-44,social_media,2022-03-13,2012-08-06,22,669085.94,30413.0,294.0,3800.0,4.0,5.0,5.0,455.0,Champions,East,2022,10,2022-10
61303,28270,Uong Bi,2018-11-12,Male,25-34,organic_search,2022-12-13,2012-08-20,12,314955.65,26246.3,19.0,3786.0,5.0,5.0,5.0,555.0,Champions,East,2018,11,2018-11
61305,28270,Uong Bi,2021-10-18,Male,25-34,email_campaign,2022-10-03,2013-01-31,11,328175.43,29834.13,90.0,3622.0,5.0,5.0,5.0,555.0,Champions,East,2021,10,2021-10
61306,28270,Uong Bi,2021-10-28,Male,45-54,organic_search,2022-04-01,2013-07-10,12,273063.36,22755.28,275.0,3462.0,4.0,5.0,5.0,455.0,Champions,East,2021,10,2021-10
61307,28270,Uong Bi,2014-12-19,Female,35-44,social_media,2019-04-03,2012-11-11,7,166868.35,23838.34,1369.0,3703.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2014,12,2014-12
61308,28273,Hai Phong,2017-05-10,Male,25-34,email_campaign,2022-04-26,2013-07-15,10,290323.96,29032.4,250.0,3457.0,5.0,4.0,5.0,545.0,Champions,East,2017,5,2017-05
61309,28273,Hai Phong,2017-12-29,Female,18-24,social_media,2021-09-08,2012-07-27,16,420867.95,26304.25,480.0,3810.0,4.0,5.0,5.0,455.0,Champions,East,2017,12,2017-12
61310,28273,Hai Phong,2017-06-30,Female,35-44,organic_search,2021-03-14,2012-08-26,12,221210.28,18434.19,658.0,3780.0,4.0,5.0,4.0,454.0,Champions,East,2017,6,2017-06
61311,28273,Hai Phong,2022-09-11,Female,35-44,organic_search,2019-09-29,2013-01-16,11,110010.56,10000.96,1190.0,3637.0,3.0,5.0,3.0,353.0,Loyal Customers,East,2022,9,2022-09
61312,28273,Hai Phong,2022-08-13,Female,18-24,organic_search,2022-02-27,2012-11-17,13,369780.93,28444.69,308.0,3697.0,4.0,5.0,5.0,455.0,Champions,East,2022,8,2022-08
61313,28277,Cam Pha,2020-08-18,Female,25-34,organic_search,2021-11-30,2013-06-17,26,600051.17,23078.89,397.0,3485.0,4.0,5.0,5.0,455.0,Champions,East,2020,8,2020-08
61314,28277,Cam Pha,2013-06-18,Female,25-34,referral,2022-09-21,2012-09-03,31,815644.16,26311.1,102.0,3772.0,5.0,5.0,5.0,555.0,Champions,East,2013,6,2013-06
61315,28277,Cam Pha,2022-12-29,Female,25-34,referral,2022-08-11,2013-04-30,13,356825.99,27448.15,143.0,3533.0,5.0,5.0,5.0,555.0,Champions,East,2022,12,2022-12
61319,28278,Bac Ninh,2021-04-11,Female,55+,organic_search,2019-07-13,2013-06-24,9,277851.59,30872.4,1268.0,3478.0,3.0,4.0,5.0,345.0,Loyal Customers,East,2021,4,2021-04
61320,28278,Bac Ninh,2019-06-18,Male,55+,organic_search,2020-06-29,2017-03-24,6,80201.44,13366.91,916.0,2109.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2019,6,2019-06
61321,28278,Bac Ninh,2020-02-14,Female,25-34,paid_search,2022-07-12,2013-06-12,6,178151.49,29691.91,173.0,3490.0,5.0,4.0,4.0,544.0,Champions,East,2020,2,2020-02
61323,28290,Hanoi,2019-09-06,Female,55+,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2019,9,2019-09
61328,30401,Lao Cai,2022-03-25,Male,55+,paid_search,2020-09-21,2013-12-11,5,52692.91,10538.58,832.0,3308.0,3.0,3.0,2.0,332.0,Loyal Customers,East,2022,3,2022-03
61329,30401,Lao Cai,2021-01-29,Female,25-34,email_campaign,2021-03-31,2014-06-19,10,101205.77,10120.58,641.0,3118.0,4.0,4.0,3.0,443.0,Champions,East,2021,1,2021-01
61330,30401,Lao Cai,2019-03-11,Male,18-24,direct,2018-05-05,2013-02-16,5,115581.43,23116.29,1702.0,3606.0,2.0,3.0,3.0,233.0,At Risk,East,2019,3,2019-03
61331,30401,Lao Cai,2021-04-17,Male,25-34,social_media,2020-09-19,2015-10-28,3,13317.03,4439.01,834.0,2622.0,3.0,3.0,1.0,331.0,Loyal Customers,East,2021,4,2021-04
61332,30401,Lao Cai,2015-12-20,Male,45-54,paid_search,2018-09-30,2014-09-06,7,94104.78,13443.54,1554.0,3039.0,2.0,4.0,3.0,243.0,At Risk,East,2015,12,2015-12
61333,30413,Phu Ly,2019-08-14,Female,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2019,8,2019-08
61334,30413,Phu Ly,2020-05-22,Female,25-34,paid_search,2022-01-30,2016-04-21,2,65645.67,32822.84,336.0,2446.0,4.0,2.0,3.0,423.0,New Customers,East,2020,5,2020-05
61335,30413,Phu Ly,2015-08-26,Female,25-34,referral,2021-06-02,2021-06-02,1,80815.5,80815.5,578.0,578.0,4.0,1.0,3.0,413.0,New Customers,East,2015,8,2015-08
61337,30413,Phu Ly,2020-04-26,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2020,4,2020-04
61338,30415,Phu Ly,2020-05-26,Male,18-24,organic_search,2014-10-05,2014-10-05,1,89598.56,89598.56,3010.0,3010.0,1.0,1.0,3.0,113.0,Lost,East,2020,5,2020-05
61339,30415,Phu Ly,2020-08-05,Female,25-34,organic_search,2021-05-03,2013-06-02,9,152838.74,16982.08,608.0,3500.0,4.0,4.0,4.0,444.0,Champions,East,2020,8,2020-08
61341,30415,Phu Ly,2020-03-26,Male,35-44,paid_search,2021-12-30,2013-12-18,8,154019.84,19252.48,367.0,3301.0,4.0,4.0,4.0,444.0,Champions,East,2020,3,2020-03
61342,30415,Phu Ly,2016-07-18,Male,35-44,organic_search,2022-05-17,2016-06-29,4,43534.59,10883.65,229.0,2377.0,5.0,3.0,2.0,532.0,Loyal Customers,East,2016,7,2016-07
61344,30417,Hai Phong,2015-05-07,Male,18-24,paid_search,2018-05-15,2013-08-03,6,85309.24,14218.21,1692.0,3438.0,2.0,4.0,3.0,243.0,At Risk,East,2015,5,2015-05
61346,30417,Hai Phong,2022-07-13,Male,35-44,social_media,2022-07-12,2014-03-06,6,180810.25,30135.04,173.0,3223.0,5.0,4.0,4.0,544.0,Champions,East,2022,7,2022-07
61347,30417,Hai Phong,2016-01-11,Female,35-44,organic_search,2021-05-22,2014-10-04,5,215491.36,43098.27,589.0,3011.0,4.0,3.0,4.0,434.0,Loyal Customers,East,2016,1,2016-01
61348,30420,Viet Tri,2014-04-22,Female,35-44,paid_search,2015-05-29,2014-09-05,2,18495.17,9247.58,2774.0,3040.0,1.0,2.0,1.0,121.0,Lost,East,2014,4,2014-04
61349,30420,Viet Tri,2017-03-14,Male,25-34,organic_search,2013-05-18,2013-05-18,1,31060.64,31060.64,3515.0,3515.0,1.0,1.0,2.0,112.0,Lost,East,2017,3,2017-03
61350,30420,Viet Tri,2022-11-27,Female,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2022,11,2022-11
61351,30420,Viet Tri,2018-04-03,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2018,4,2018-04
61352,30420,Viet Tri,2020-08-06,Male,55+,direct,2014-05-24,2014-05-24,1,40650.78,40650.78,3144.0,3144.0,1.0,1.0,2.0,112.0,Lost,East,2020,8,2020-08
61354,30421,Bac Ninh,2022-09-16,Female,35-44,social_media,2015-04-07,2015-04-07,1,25844.54,25844.54,2826.0,2826.0,1.0,1.0,2.0,112.0,Lost,East,2022,9,2022-09
61355,30421,Bac Ninh,2018-01-19,Male,45-54,paid_search,2018-08-21,2013-12-01,3,71039.89,23679.96,1594.0,3318.0,2.0,3.0,3.0,233.0,At Risk,East,2018,1,2018-01
61356,30421,Bac Ninh,2019-10-25,Female,35-44,social_media,2012-11-26,2012-11-26,1,16919.56,16919.56,3688.0,3688.0,1.0,1.0,1.0,111.0,Lost,East,2019,10,2019-10
61357,30421,Bac Ninh,2016-10-01,Female,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2016,10,2016-10
61358,30423,Bac Ninh,2020-11-05,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2020,11,2020-11
61359,30423,Bac Ninh,2019-02-05,Male,45-54,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2019,2,2019-02
61361,30423,Bac Ninh,2020-07-17,Male,45-54,organic_search,2013-12-29,2013-12-29,1,28762.11,28762.11,3290.0,3290.0,1.0,1.0,2.0,112.0,Lost,East,2020,7,2020-07
61362,30423,Bac Ninh,2013-10-30,Female,45-54,organic_search,2018-02-09,2018-02-09,1,48538.32,48538.32,1787.0,1787.0,2.0,1.0,2.0,212.0,Lost,East,2013,10,2013-10
61363,30426,Lao Cai,2022-08-13,Male,35-44,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,8,2022-08
61365,30426,Lao Cai,2022-02-03,Male,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,2,2022-02
61366,30426,Lao Cai,2021-05-14,Male,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,5,2021-05
61369,30427,Ninh Binh,2020-03-10,Male,25-34,social_media,2020-08-18,2014-06-10,4,88735.5,22183.88,866.0,3127.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2020,3,2020-03
61370,30427,Ninh Binh,2012-05-03,Female,35-44,social_media,2021-01-10,2021-01-10,1,17169.32,17169.32,721.0,721.0,3.0,1.0,1.0,311.0,About To Sleep,East,2012,5,2012-05
61372,30427,Ninh Binh,2019-01-18,Male,18-24,organic_search,2020-04-19,2013-04-15,2,99305.26,49652.63,987.0,3548.0,3.0,2.0,3.0,323.0,Potential Loyalists,East,2019,1,2019-01
61373,30429,Thai Nguyen,2018-05-21,Female,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2018,5,2018-05
61374,30429,Thai Nguyen,2020-07-16,Male,18-24,organic_search,2017-12-26,2016-11-02,2,7041.48,3520.74,1832.0,2251.0,2.0,2.0,1.0,221.0,Lost,East,2020,7,2020-07
61375,30429,Thai Nguyen,2019-01-06,Male,35-44,paid_search,2016-10-31,2015-05-11,3,13936.37,4645.46,2253.0,2792.0,2.0,3.0,1.0,231.0,At Risk,East,2019,1,2019-01
61376,30429,Thai Nguyen,2022-10-19,Female,18-24,referral,2017-12-26,2015-08-23,2,8184.68,4092.34,1832.0,2688.0,2.0,2.0,1.0,221.0,Lost,East,2022,10,2022-10
61377,30429,Thai Nguyen,2018-10-28,Male,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2018,10,2018-10
61378,30434,Thai Nguyen,2021-01-21,Female,55+,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,1,2021-01
61379,30434,Thai Nguyen,2018-05-12,Female,35-44,social_media,2012-11-12,2012-11-09,2,8128.96,4064.48,3702.0,3705.0,1.0,2.0,1.0,121.0,Lost,East,2018,5,2018-05
61381,30434,Thai Nguyen,2018-02-02,Female,25-34,organic_search,2015-09-17,2013-05-04,2,25297.94,12648.97,2663.0,3529.0,1.0,2.0,2.0,122.0,Lost,East,2018,2,2018-02
61382,30434,Thai Nguyen,2021-08-10,Female,45-54,paid_search,2014-10-09,2014-10-09,1,27525.8,27525.8,3006.0,3006.0,1.0,1.0,2.0,112.0,Lost,East,2021,8,2021-08
61383,30436,Cam Pha,2018-08-17,Non-binary,25-34,organic_search,2021-11-01,2014-01-11,7,154152.43,22021.78,426.0,3277.0,4.0,4.0,4.0,444.0,Champions,East,2018,8,2018-08
61384,30436,Cam Pha,2022-10-16,Male,35-44,organic_search,2016-06-06,2013-04-09,4,77534.45,19383.61,2400.0,3554.0,1.0,3.0,3.0,133.0,At Risk,East,2022,10,2022-10
61385,30436,Cam Pha,2017-02-17,Female,35-44,email_campaign,2019-08-16,2013-05-22,10,276076.39,27607.64,1234.0,3511.0,3.0,4.0,5.0,345.0,Loyal Customers,East,2017,2,2017-02
61386,30436,Cam Pha,2019-11-24,Male,55+,organic_search,2014-06-08,2014-01-10,2,16638.44,8319.22,3129.0,3278.0,1.0,2.0,1.0,121.0,Lost,East,2019,11,2019-11
61387,30436,Cam Pha,2020-01-18,Female,35-44,direct,2017-10-30,2013-08-26,6,119754.68,19959.11,1889.0,3415.0,2.0,4.0,3.0,243.0,At Risk,East,2020,1,2020-01
61388,30438,Viet Tri,2017-10-28,Male,25-34,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2017,10,2017-10
61390,30438,Viet Tri,2015-11-17,Male,55+,email_campaign,2014-08-12,2014-08-12,1,58520.84,58520.84,3064.0,3064.0,1.0,1.0,2.0,112.0,Lost,East,2015,11,2015-11
61392,30438,Viet Tri,2021-01-13,Male,45-54,direct,,,0,0.0,,,,,,,,Never Purchased,East,2021,1,2021-01
61393,30439,Ha Long,2022-07-26,Male,25-34,email_campaign,2020-02-13,2014-02-27,7,166724.91,23817.84,1053.0,3230.0,3.0,4.0,4.0,344.0,Loyal Customers,East,2022,7,2022-07
61394,30439,Ha Long,2017-12-23,Male,35-44,organic_search,2021-08-27,2013-06-10,8,234645.34,29330.67,492.0,3492.0,4.0,4.0,4.0,444.0,Champions,East,2017,12,2017-12
61396,30439,Ha Long,2018-01-16,Male,25-34,referral,2019-02-25,2014-04-29,4,106327.44,26581.86,1406.0,3169.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2018,1,2018-01
61397,30439,Ha Long,2018-08-11,Male,35-44,referral,2015-12-21,2012-09-03,4,29554.88,7388.72,2568.0,3772.0,1.0,3.0,2.0,132.0,At Risk,East,2018,8,2018-08
61398,30441,Phu Ly,2022-06-18,Female,55+,organic_search,2014-02-19,2014-02-19,1,19648.38,19648.38,3238.0,3238.0,1.0,1.0,1.0,111.0,Lost,East,2022,6,2022-06
61399,30441,Phu Ly,2021-10-23,Female,25-34,social_media,2013-12-30,2013-12-30,1,4196.74,4196.74,3289.0,3289.0,1.0,1.0,1.0,111.0,Lost,East,2021,10,2021-10
61400,30441,Phu Ly,2018-11-25,Non-binary,25-34,referral,2013-12-31,2013-12-31,1,4234.24,4234.24,3288.0,3288.0,1.0,1.0,1.0,111.0,Lost,East,2018,11,2018-11
61401,30441,Phu Ly,2015-07-14,Female,45-54,direct,2015-04-17,2015-04-17,1,18157.79,18157.79,2816.0,2816.0,1.0,1.0,1.0,111.0,Lost,East,2015,7,2015-07
61404,30442,Son Tay,2021-06-21,Male,45-54,paid_search,2022-07-31,2018-12-24,2,46458.5,23229.25,154.0,1469.0,5.0,2.0,2.0,522.0,New Customers,East,2021,6,2021-06
61406,30442,Son Tay,2021-10-27,Female,55+,referral,,,0,0.0,,,,,,,,Never Purchased,East,2021,10,2021-10
61407,30442,Son Tay,2020-07-01,Male,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2020,7,2020-07
61408,30446,Ninh Binh,2020-07-31,Female,35-44,paid_search,2014-12-21,2014-12-21,1,6268.42,6268.42,2933.0,2933.0,1.0,1.0,1.0,111.0,Lost,East,2020,7,2020-07
61409,30446,Ninh Binh,2022-04-17,Male,25-34,organic_search,2016-09-12,2014-12-22,2,20449.9,10224.95,2302.0,2932.0,1.0,2.0,1.0,121.0,Lost,East,2022,4,2022-04
61410,30446,Ninh Binh,2015-09-27,Female,45-54,organic_search,2018-12-30,2018-12-30,1,7000.01,7000.01,1463.0,1463.0,3.0,1.0,1.0,311.0,About To Sleep,East,2015,9,2015-09
61411,30446,Ninh Binh,2019-08-08,Female,18-24,paid_search,2021-08-17,2021-08-17,1,26825.8,26825.8,502.0,502.0,4.0,1.0,2.0,412.0,New Customers,East,2019,8,2019-08
61412,30446,Ninh Binh,2021-10-28,Male,55+,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2021,10,2021-10
61414,30450,Phu Ly,2022-01-21,Male,18-24,social_media,2015-01-06,2015-01-06,1,719.04,719.04,2917.0,2917.0,1.0,1.0,1.0,111.0,Lost,East,2022,1,2022-01
61415,30450,Phu Ly,2016-04-16,Female,35-44,organic_search,2013-09-03,2013-09-03,1,72496.94,72496.94,3407.0,3407.0,1.0,1.0,3.0,113.0,Lost,East,2016,4,2016-04
61417,30450,Phu Ly,2013-12-02,Male,55+,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2013,12,2013-12
61418,30452,Hai Phong,2015-07-25,Female,45-54,organic_search,2014-10-20,2014-10-20,1,15166.28,15166.28,2995.0,2995.0,1.0,1.0,1.0,111.0,Lost,East,2015,7,2015-07
61419,30452,Hai Phong,2016-01-18,Female,45-54,email_campaign,2015-01-10,2015-01-10,1,797.36,797.36,2913.0,2913.0,1.0,1.0,1.0,111.0,Lost,East,2016,1,2016-01
61420,30452,Hai Phong,2018-02-28,Female,25-34,organic_search,2015-01-09,2015-01-09,1,5553.31,5553.31,2914.0,2914.0,1.0,1.0,1.0,111.0,Lost,East,2018,2,2018-02
61423,30453,Viet Tri,2022-04-04,Male,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2022,4,2022-04
61424,30453,Viet Tri,2020-10-10,Male,18-24,organic_search,2017-08-15,2014-06-21,3,106317.06,35439.02,1965.0,3116.0,2.0,3.0,3.0,233.0,At Risk,East,2020,10,2020-10
61425,30453,Viet Tri,2020-05-04,Male,35-44,email_campaign,2022-02-10,2013-09-05,5,67047.61,13409.52,325.0,3405.0,4.0,3.0,3.0,433.0,Loyal Customers,East,2020,5,2020-05
61427,30453,Viet Tri,2021-03-12,Male,18-24,social_media,2021-02-26,2013-06-28,3,49752.19,16584.06,674.0,3474.0,4.0,3.0,2.0,432.0,Loyal Customers,East,2021,3,2021-03
61428,30455,Hai Phong,2022-02-22,Non-binary,25-34,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2022,2,2022-02
61430,30455,Hai Phong,2022-03-15,Female,35-44,social_media,,,0,0.0,,,,,,,,Never Purchased,East,2022,3,2022-03
61431,30455,Hai Phong,2021-01-20,Female,25-34,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,1,2021-01
61433,30456,Son Tay,2017-02-03,Female,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2017,2,2017-02
61435,30456,Son Tay,2015-01-12,Male,35-44,email_campaign,2015-03-22,2014-12-15,2,25806.11,12903.06,2842.0,2939.0,1.0,2.0,2.0,122.0,Lost,East,2015,1,2015-01
61436,30456,Son Tay,2015-01-03,Male,55+,social_media,2014-04-03,2014-04-03,1,51809.19,51809.19,3195.0,3195.0,1.0,1.0,2.0,112.0,Lost,East,2015,1,2015-01
61439,30458,Bac Ninh,2016-09-11,Male,25-34,social_media,2022-12-05,2013-12-07,9,162272.97,18030.33,27.0,3312.0,5.0,4.0,4.0,544.0,Champions,East,2016,9,2016-09
61440,30458,Bac Ninh,2019-01-26,Male,25-34,organic_search,2021-06-14,2013-01-17,13,269986.06,20768.16,566.0,3636.0,4.0,5.0,5.0,455.0,Champions,East,2019,1,2019-01
61441,30458,Bac Ninh,2018-11-02,Male,55+,organic_search,2022-11-12,2014-02-02,8,198343.53,24792.94,50.0,3255.0,5.0,4.0,4.0,544.0,Champions,East,2018,11,2018-11
61443,30459,Thai Nguyen,2014-11-08,Male,35-44,social_media,2022-08-23,2022-08-23,1,3854.16,3854.16,131.0,131.0,5.0,1.0,1.0,511.0,New Customers,East,2014,11,2014-11
61444,30459,Thai Nguyen,2022-01-04,Female,25-34,email_campaign,2019-05-27,2019-05-27,1,58777.28,58777.28,1315.0,1315.0,3.0,1.0,3.0,313.0,Potential Loyalists,East,2022,1,2022-01
61447,30459,Thai Nguyen,2021-12-13,Male,25-34,paid_search,2013-03-24,2013-03-24,1,27703.9,27703.9,3570.0,3570.0,1.0,1.0,2.0,112.0,Lost,East,2021,12,2021-12
61448,30461,Ha Long,2014-01-09,Female,35-44,paid_search,2021-11-24,2013-06-09,9,171983.28,19109.25,403.0,3493.0,4.0,4.0,4.0,444.0,Champions,East,2014,1,2014-01
61450,30461,Ha Long,2018-07-10,Female,25-34,organic_search,2020-02-05,2013-03-27,6,93203.62,15533.94,1061.0,3567.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2018,7,2018-07
61451,30461,Ha Long,2022-06-30,Male,25-34,referral,2020-12-28,2013-12-26,6,44575.14,7429.19,734.0,3293.0,3.0,4.0,2.0,342.0,Loyal Customers,East,2022,6,2022-06
61452,30461,Ha Long,2022-03-17,Male,35-44,social_media,2022-05-06,2012-08-31,12,349547.12,29128.93,240.0,3775.0,5.0,5.0,5.0,555.0,Champions,East,2022,3,2022-03
61453,30464,Son Tay,2012-10-10,Non-binary,18-24,organic_search,,,0,0.0,,,,,,,,Never Purchased,East,2012,10,2012-10
61456,30464,Son Tay,2020-01-26,Female,25-34,referral,,,0,0.0,,,,,,,,Never Purchased,East,2020,1,2020-01
61457,30464,Son Tay,2021-05-31,Female,35-44,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2021,5,2021-05
61461,30467,Cam Pha,2022-10-05,Female,25-34,paid_search,2020-06-15,2012-10-15,5,133106.07,26621.21,930.0,3730.0,3.0,3.0,4.0,334.0,Loyal Customers,East,2022,10,2022-10
61462,30467,Cam Pha,2022-09-17,Male,45-54,paid_search,2020-05-21,2013-12-14,7,106407.96,15201.14,955.0,3305.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2022,9,2022-09
61464,30471,Lao Cai,2021-01-09,Male,18-24,email_campaign,2015-12-09,2014-04-28,3,44698.35,14899.45,2580.0,3170.0,1.0,3.0,2.0,132.0,At Risk,East,2021,1,2021-01
61465,30471,Lao Cai,2022-10-30,Male,55+,email_campaign,2017-05-30,2013-10-28,4,46901.6,11725.4,2042.0,3352.0,2.0,3.0,2.0,232.0,At Risk,East,2022,10,2022-10
61466,30471,Lao Cai,2020-06-08,Female,25-34,organic_search,2016-12-12,2013-06-02,2,18540.7,9270.35,2211.0,3500.0,2.0,2.0,1.0,221.0,Lost,East,2020,6,2020-06
61467,30471,Lao Cai,2020-06-24,Female,18-24,referral,2019-07-25,2013-02-17,3,65785.8,21928.6,1256.0,3605.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2020,6,2020-06
61468,30474,Son Tay,2021-05-06,Female,45-54,referral,2018-07-13,2016-04-08,4,31999.8,7999.95,1633.0,2459.0,2.0,3.0,2.0,232.0,At Risk,East,2021,5,2021-05
61469,30474,Son Tay,2014-01-03,Female,35-44,direct,2016-05-25,2016-03-12,2,52819.64,26409.82,2412.0,2486.0,1.0,2.0,2.0,122.0,Lost,East,2014,1,2014-01
61470,30474,Son Tay,2022-02-23,Female,35-44,paid_search,2018-06-06,2013-05-23,6,71688.02,11948.0,1670.0,3510.0,2.0,4.0,3.0,243.0,At Risk,East,2022,2,2022-02
61471,30474,Son Tay,2018-06-01,Female,55+,paid_search,2022-07-08,2013-01-31,7,202727.0,28961.0,177.0,3622.0,5.0,4.0,4.0,544.0,Champions,East,2018,6,2018-06
61472,30474,Son Tay,2016-03-31,Male,18-24,organic_search,2021-02-01,2014-10-29,4,77179.76,19294.94,699.0,2986.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2016,3,2016-03
61473,30475,Hanoi,2014-01-21,Female,35-44,referral,,,0,0.0,,,,,,,,Never Purchased,East,2014,1,2014-01
61476,30475,Hanoi,2020-01-04,Female,55+,social_media,2014-04-11,2014-04-11,1,31483.21,31483.21,3187.0,3187.0,1.0,1.0,2.0,112.0,Lost,East,2020,1,2020-01
61477,30475,Hanoi,2022-04-20,Female,35-44,paid_search,2019-04-29,2015-07-13,2,25621.87,12810.94,1343.0,2729.0,3.0,2.0,2.0,322.0,About To Sleep,East,2022,4,2022-04
61479,30477,Bac Ninh,2020-10-20,Male,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2020,10,2020-10
61481,30477,Bac Ninh,2017-06-20,Female,25-34,organic_search,2013-09-02,2013-09-02,1,25906.65,25906.65,3408.0,3408.0,1.0,1.0,2.0,112.0,Lost,East,2017,6,2017-06
61482,30477,Bac Ninh,2020-10-29,Male,35-44,referral,,,0,0.0,,,,,,,,Never Purchased,East,2020,10,2020-10
61483,30516,Bac Giang,2021-12-12,Male,25-34,organic_search,2016-01-25,2016-01-25,1,38971.17,38971.17,2533.0,2533.0,1.0,1.0,2.0,112.0,Lost,East,2021,12,2021-12
61484,30516,Bac Giang,2022-11-27,Male,55+,email_campaign,2014-03-13,2014-03-13,1,1263.47,1263.47,3216.0,3216.0,1.0,1.0,1.0,111.0,Lost,East,2022,11,2022-11
61485,30516,Bac Giang,2014-04-02,Female,45-54,paid_search,,,0,0.0,,,,,,,,Never Purchased,East,2014,4,2014-04
61487,30516,Bac Giang,2019-03-04,Female,35-44,email_campaign,,,0,0.0,,,,,,,,Never Purchased,East,2019,3,2019-03
61488,30520,Cam Pha,2017-12-04,Male,35-44,referral,,,0,0.0,,,,,,,,Never Purchased,East,2017,12,2017-12
61490,30520,Cam Pha,2022-11-24,Female,35-44,social_media,2019-03-14,2016-06-10,2,31007.52,15503.76,1389.0,2396.0,3.0,2.0,2.0,322.0,About To Sleep,East,2022,11,2022-11
61491,30520,Cam Pha,2016-04-06,Female,35-44,paid_search,2017-09-25,2013-08-14,2,29261.17,14630.58,1924.0,3427.0,2.0,2.0,2.0,222.0,Lost,East,2016,4,2016-04
61492,30520,Cam Pha,2021-08-11,Male,18-24,referral,2018-06-17,2013-08-13,4,84481.26,21120.32,1659.0,3428.0,2.0,3.0,3.0,233.0,At Risk,East,2021,8,2021-08
61493,30525,Cam Pha,2019-03-08,Female,35-44,social_media,2019-10-27,2012-10-24,8,119248.6,14906.08,1162.0,3721.0,3.0,4.0,3.0,343.0,Loyal Customers,East,2019,3,2019-03
61495,30525,Cam Pha,2021-01-27,Male,55+,organic_search,2022-10-29,2012-11-14,6,78907.99,13151.33,64.0,3700.0,5.0,4.0,3.0,543.0,Champions,East,2021,1,2021-01
61496,30525,Cam Pha,2020-03-05,Female,35-44,organic_search,2022-03-22,2012-08-14,7,134475.71,19210.82,285.0,3792.0,4.0,4.0,4.0,444.0,Champions,East,2020,3,2020-03
61497,30525,Cam Pha,2020-05-15,Male,25-34,organic_search,2018-12-02,2018-09-23,2,61535.12,30767.56,1491.0,1561.0,2.0,2.0,3.0,223.0,Lost,East,2020,5,2020-05
61498,30538,Son Tay,2018-05-11,Female,25-34,organic_search,2020-07-11,2013-09-29,6,51091.89,8515.32,904.0,3381.0,3.0,4.0,2.0,342.0,Loyal Customers,East,2018,5,2018-05
61499,30538,Son Tay,2019-08-20,Female,45-54,social_media,2015-09-20,2013-04-08,5,98701.91,19740.38,2660.0,3555.0,1.0,3.0,3.0,133.0,At Risk,East,2019,8,2019-08
61501,30538,Son Tay,2014-09-07,Male,45-54,organic_search,2016-06-12,2014-02-23,2,62896.04,31448.02,2394.0,3234.0,1.0,2.0,3.0,123.0,Lost,East,2014,9,2014-09
61502,30538,Son Tay,2017-08-27,Male,45-54,referral,2018-06-14,2014-12-22,3,36256.68,12085.56,1662.0,2932.0,2.0,3.0,2.0,232.0,At Risk,East,2017,8,2017-08
61503,30553,Lao Cai,2018-03-27,Female,25-34,organic_search,2019-12-02,2013-12-31,5,120172.92,24034.58,1126.0,3288.0,3.0,3.0,3.0,333.0,Loyal Customers,East,2018,3,2018-03
