return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount,product_name,category,segment,size,color,price,cogs,order_date,customer_id,order_source,device_type,days_to_return,return_year,return_month,return_ym
RET-028902,457081,2389,2017-01-23,defective,5,34721.99,VietMotion UC-37,Streetwear,Everyday,M,yellow,10194.304335260116,9156.524153930635,2016-12-30,138087,paid_search,tablet,24,2017,1,2017-01
RET-028903,457087,1517,2017-01-24,wrong_size,1,1854.92,VietMode RP-09,Outdoor,Activewear,M,silver,2317.901162207358,1762.0684635100336,2016-12-31,138210,paid_search,tablet,24,2017,1,2017-01
RET-028904,457122,1542,2017-01-04,wrong_size,1,3635.05,VietMode RP-34,Outdoor,Activewear,L,orange,4865.717011173184,4293.995262360335,2016-12-29,139072,paid_search,desktop,6,2017,1,2017-01
RET-028905,457151,735,2017-01-23,wrong_size,1,3505.57,HanoiStreet RP-23,Outdoor,Activewear,XL,purple,4615.655408483896,2314.7511873546737,2017-01-01,132518,social_media,mobile,22,2017,1,2017-01
RET-028906,457151,736,2017-01-24,defective,6,19742.94,HanoiStreet RP-24,Outdoor,Activewear,S,green,4615.655408483896,2839.0896417584445,2017-01-01,132518,social_media,mobile,23,2017,1,2017-01
RET-028907,457155,2092,2017-01-26,late_delivery,3,9520.32,UrbanVN UC-27,Streetwear,Everyday,S,orange,4099.841652593486,3894.849569963812,2017-01-01,142063,paid_search,desktop,25,2017,1,2017-01
RET-028910,457263,1862,2017-01-19,late_delivery,4,7248.1,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.232068965517,1842.62818624138,2016-12-30,134506,paid_search,mobile,20,2017,1,2017-01
RET-028911,457271,503,2017-01-29,wrong_size,1,20962.95,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,21108.804545454543,18867.04950272728,2017-01-03,2814,organic_search,mobile,26,2017,1,2017-01
RET-028912,457303,2275,2017-01-15,defective,3,11653.47,VietMotion RS-08,Outdoor,Premium,XL,purple,4487.59171875,3906.89735034375,2017-01-01,96411,organic_search,mobile,14,2017,1,2017-01
RET-028913,457315,1085,2017-01-27,wrong_size,2,2266.96,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303,2017-01-03,127038,paid_search,desktop,24,2017,1,2017-01
RET-028914,457326,1091,2017-01-27,wrong_size,4,7987.01,MekongFit RP-37,Outdoor,Activewear,XL,black,2116.288125,1165.228241625,2016-12-31,138663,paid_search,tablet,27,2017,1,2017-01
RET-028915,457326,1092,2017-01-17,defective,4,8447.97,MekongFit RP-38,Outdoor,Activewear,S,orange,2116.288125,1846.673017875,2016-12-31,138663,paid_search,tablet,17,2017,1,2017-01
RET-028917,457385,2234,2017-01-16,wrong_size,5,3574.04,VietMotion RP-31,Outdoor,Activewear,L,white,815.4618895599655,609.0684853123382,2017-01-04,117955,paid_search,tablet,12,2017,1,2017-01
RET-028918,457404,1085,2017-01-10,wrong_size,1,1099.05,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303,2017-01-01,146597,organic_search,mobile,9,2017,1,2017-01
RET-028920,457486,1110,2017-01-13,defective,2,5064.16,MekongFit RP-56,Outdoor,Activewear,L,red,2555.2866666666664,2427.522333333333,2017-01-03,124487,organic_search,mobile,10,2017,1,2017-01
RET-028921,457490,438,2017-01-19,wrong_size,1,10455.24,SaigonFlex UM-43,Streetwear,Balanced,L,pink,11718.531191363438,6680.734632196296,2017-01-03,130415,paid_search,desktop,16,2017,1,2017-01
RET-028923,457503,2277,2017-01-14,wrong_size,1,3044.63,VietMotion RS-10,Outdoor,Premium,M,silver,3358.794231856739,3190.8545202639016,2017-01-03,140263,social_media,mobile,11,2017,1,2017-01
RET-028924,457511,2269,2017-01-25,not_as_described,2,6760.25,VietMotion RS-02,Outdoor,Premium,M,yellow,3915.427786872344,3719.6563975287263,2017-01-05,142174,organic_search,mobile,20,2017,1,2017-01
RET-028925,457547,2045,2017-02-02,changed_mind,1,4989.46,UrbanVN UE-05,Streetwear,Performance,M,purple,5569.462312746386,2996.370724257556,2017-01-06,21069,direct,desktop,27,2017,2,2017-02
RET-028926,457574,2275,2017-01-21,late_delivery,5,19291.86,VietMotion RS-08,Outdoor,Premium,XL,purple,4487.59171875,3906.89735034375,2017-01-05,115882,paid_search,mobile,16,2017,1,2017-01
RET-028927,457584,491,2017-01-21,defective,2,21669.41,SaigonFlex UM-96,Streetwear,Balanced,XL,black,11060.080544680852,10507.076517446809,2017-01-06,93889,organic_search,desktop,15,2017,1,2017-01
RET-028928,457601,2334,2017-01-20,defective,8,30289.43,VietMotion UE-08,Streetwear,Performance,L,white,4289.179586909871,2661.435933677575,2017-01-02,142442,social_media,mobile,18,2017,1,2017-01
RET-028929,457655,2132,2017-01-30,wrong_size,2,8803.94,PhoenixWear UR-08,Streetwear,Standard,S,orange,4448.246582278481,2596.441530075949,2017-01-06,140651,paid_search,desktop,24,2017,1,2017-01
RET-028933,457670,2295,2017-01-27,wrong_size,2,20808.25,VietMotion UM-10,Streetwear,Balanced,XL,purple,10934.453696808512,10387.731011968086,2017-01-07,22702,social_media,desktop,20,2017,1,2017-01
RET-028934,457675,2236,2017-02-02,changed_mind,3,6450.0,VietMotion RP-33,Outdoor,Activewear,S,green,2193.0293107221005,1526.7870061247263,2017-01-06,131653,organic_search,tablet,27,2017,2,2017-02
RET-028935,457675,2237,2017-01-26,defective,1,2096.73,VietMotion RP-34,Outdoor,Activewear,M,silver,2193.0293107221005,1336.6513648851203,2017-01-06,131653,organic_search,tablet,20,2017,1,2017-01
RET-028936,457687,2224,2017-01-31,not_as_described,6,4404.35,VietMotion RP-21,Outdoor,Activewear,S,white,768.1824234158624,443.2412583109526,2017-01-06,136409,referral,tablet,25,2017,1,2017-01
RET-028937,457687,2225,2017-01-22,wrong_size,1,679.07,VietMotion RP-22,Outdoor,Activewear,M,purple,768.1824234158624,444.8544414001259,2017-01-06,136409,referral,tablet,16,2017,1,2017-01
RET-028938,457694,1852,2017-02-06,changed_mind,3,6052.99,SaigonCore YY-47,GenZ,Trendy,S,orange,2043.2427272727275,1941.080590909091,2017-01-09,12463,social_media,tablet,28,2017,2,2017-02
RET-028939,457701,2269,2017-02-01,not_as_described,1,3745.81,VietMotion RS-02,Outdoor,Premium,M,yellow,3915.427786872344,3719.6563975287263,2017-01-09,67544,paid_search,mobile,23,2017,2,2017-02
RET-028940,457731,503,2017-01-24,changed_mind,4,76986.17,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,21108.804545454543,18867.04950272728,2017-01-09,99158,paid_search,desktop,15,2017,1,2017-01
RET-028941,457738,2054,2017-01-27,defective,8,55085.89,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6015724815725,6718.021493857494,2017-01-09,35224,direct,desktop,18,2017,1,2017-01
RET-028942,457752,2269,2017-01-23,changed_mind,6,21262.49,VietMotion RS-02,Outdoor,Premium,M,yellow,3915.427786872344,3719.6563975287263,2017-01-07,119202,social_media,mobile,16,2017,1,2017-01
RET-028943,457754,487,2017-01-24,not_as_described,1,12593.02,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.79912189546,11027.769856245455,2017-01-09,119623,referral,mobile,15,2017,1,2017-01
RET-028944,457756,819,2017-01-28,changed_mind,5,69529.6,HanoiStreet UM-03,Streetwear,Balanced,XL,yellow,14579.50153846154,12477.137416615386,2017-01-05,121380,social_media,desktop,23,2017,1,2017-01
RET-028945,457775,1155,2017-01-24,late_delivery,2,11782.55,MekongFit UR-12,Streetwear,Standard,XL,purple,5890.312702702703,5044.463798594595,2017-01-06,153967,social_media,mobile,18,2017,1,2017-01
RET-028946,457776,2334,2017-02-01,wrong_size,2,8085.73,VietMotion UE-08,Streetwear,Performance,L,white,4289.179586909871,2661.435933677575,2017-01-07,154222,organic_search,desktop,25,2017,2,2017-02
RET-028947,457814,927,2017-02-09,wrong_size,3,15176.19,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.36417215682,5567.345963548979,2017-01-10,42990,referral,mobile,30,2017,2,2017-02
RET-028948,457847,826,2017-01-27,late_delivery,3,36201.61,HanoiStreet UM-10,Streetwear,Balanced,L,green,12730.405428472704,12093.885157049066,2017-01-07,21947,organic_search,desktop,20,2017,1,2017-01
RET-028951,457915,1069,2017-01-24,defective,2,3488.74,MekongFit RP-15,Outdoor,Activewear,M,yellow,1889.37,1137.589677,2017-01-08,129004,email_campaign,mobile,16,2017,1,2017-01
RET-028952,457938,1085,2017-01-20,changed_mind,1,1042.49,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303,2017-01-10,140746,paid_search,mobile,10,2017,1,2017-01
RET-028953,457938,1086,2017-01-25,defective,4,4020.72,MekongFit RP-32,Outdoor,Activewear,L,green,1139.5005960656706,846.3070926979735,2017-01-10,140746,paid_search,mobile,15,2017,1,2017-01
RET-028954,457945,1217,2017-01-18,defective,1,5883.66,MekongFit UC-19,Streetwear,Everyday,M,silver,7001.426663168941,5863.694830403987,2017-01-10,138985,social_media,desktop,8,2017,1,2017-01
RET-028955,457979,930,2017-01-21,late_delivery,1,6364.38,HanoiStreet UE-39,Streetwear,Performance,L,red,6577.813298969071,6180.513375711341,2017-01-09,148937,paid_search,desktop,12,2017,1,2017-01
RET-028956,458022,1519,2017-01-27,not_as_described,6,13969.85,VietMode RP-11,Outdoor,Activewear,XL,yellow,2622.8902649006623,2278.5047731192053,2017-01-11,21532,social_media,desktop,16,2017,1,2017-01
RET-028957,458027,1178,2017-02-06,late_delivery,3,21386.87,MekongFit UE-14,Streetwear,Performance,L,pink,7106.041802773498,3850.764052922958,2017-01-11,17618,email_campaign,desktop,26,2017,2,2017-02
RET-028958,458033,826,2017-01-30,late_delivery,3,34376.69,HanoiStreet UM-10,Streetwear,Balanced,L,green,12730.405428472704,12093.885157049066,2017-01-07,19245,organic_search,desktop,23,2017,1,2017-01
RET-028959,458091,2275,2017-01-22,not_as_described,1,3779.05,VietMotion RS-08,Outdoor,Premium,XL,purple,4487.59171875,3906.89735034375,2017-01-08,154018,paid_search,tablet,14,2017,1,2017-01
RET-028960,458097,2064,2017-01-26,late_delivery,4,23372.4,UrbanVN UE-24,Streetwear,Performance,S,white,6479.721271860095,5307.5396937806045,2017-01-09,152200,email_campaign,mobile,17,2017,1,2017-01
RET-028961,458118,1541,2017-01-25,wrong_size,4,19539.74,VietMode RP-33,Outdoor,Activewear,M,black,4865.717011173184,4089.6351478910615,2017-01-11,138973,direct,desktop,14,2017,1,2017-01
RET-028962,458122,1433,2017-02-02,wrong_size,6,23208.85,VietMode RP-25,Outdoor,Activewear,M,blue,4346.329468531469,4129.012995104895,2017-01-11,139157,paid_search,desktop,22,2017,2,2017-02
RET-028963,458122,1434,2017-02-07,defective,2,8844.89,VietMode RP-26,Outdoor,Activewear,L,white,4346.329468531469,2982.8859142531464,2017-01-11,139157,paid_search,desktop,27,2017,2,2017-02
RET-028964,458123,2275,2017-01-29,wrong_size,3,12211.97,VietMotion RS-08,Outdoor,Premium,XL,purple,4487.59171875,3906.89735034375,2017-01-09,139183,organic_search,tablet,20,2017,1,2017-01
RET-028965,458154,1085,2017-02-07,wrong_size,1,1038.43,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303,2017-01-11,12409,social_media,tablet,27,2017,2,2017-02
RET-028966,458154,1086,2017-01-28,changed_mind,4,4122.92,MekongFit RP-32,Outdoor,Activewear,L,green,1139.5005960656706,846.3070926979735,2017-01-11,12409,social_media,tablet,17,2017,1,2017-01
RET-028968,458218,636,2017-02-04,defective,5,49945.22,SaigonFlex UC-01,Streetwear,Everyday,S,green,10891.997347272134,9183.042963485135,2017-01-12,74048,paid_search,mobile,23,2017,2,2017-02
RET-028969,458219,1990,2017-01-27,wrong_size,7,21718.25,UrbanVN RS-09,Outdoor,Premium,L,red,3180.105,2713.5835965,2017-01-08,74734,social_media,mobile,19,2017,1,2017-01
RET-028970,458231,487,2017-01-17,defective,3,36703.85,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.79912189546,11027.769856245455,2017-01-09,27866,social_media,tablet,8,2017,1,2017-01
RET-028971,458275,604,2017-02-05,not_as_described,1,5407.34,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298830630299,4141.940240558514,2017-01-12,127093,email_campaign,mobile,24,2017,2,2017-02
RET-028972,458278,1527,2017-01-25,wrong_size,4,16866.22,VietMode RP-19,Outdoor,Activewear,XL,silver,4448.666249999999,4226.232937499999,2017-01-08,155508,referral,desktop,17,2017,1,2017-01
RET-028973,458298,2269,2017-02-01,wrong_size,5,18755.0,VietMotion RS-02,Outdoor,Premium,M,yellow,3915.427786872344,3719.6563975287263,2017-01-10,140493,email_campaign,desktop,22,2017,2,2017-02
RET-028974,458304,1489,2017-01-20,wrong_size,1,2946.88,VietMode RP-81,Outdoor,Activewear,M,yellow,3248.5471597633136,2722.2825198816568,2017-01-11,138801,organic_search,desktop,9,2017,1,2017-01
RET-028975,458308,674,2017-02-08,changed_mind,3,22940.83,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312,2017-01-11,138891,email_campaign,desktop,28,2017,2,2017-02
RET-028976,458321,2334,2017-01-23,defective,1,4202.37,VietMotion UE-08,Streetwear,Performance,L,white,4289.179586909871,2661.435933677575,2017-01-09,142132,organic_search,desktop,14,2017,1,2017-01
RET-028977,458329,1391,2017-01-28,wrong_size,3,5915.32,VietMode RP-83,Outdoor,Activewear,XL,black,2068.3202760736194,1416.7993891104293,2017-01-11,133853,referral,mobile,17,2017,1,2017-01
RET-028978,458350,993,2017-01-21,wrong_size,3,11896.85,HanoiStreet UC-56,Streetwear,Everyday,M,blue,4262.353834196891,3732.117017222798,2017-01-12,58024,email_campaign,desktop,9,2017,1,2017-01
RET-028979,458357,609,2017-01-31,wrong_size,2,20032.3,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174,2017-01-11,7344,organic_search,mobile,20,2017,1,2017-01
RET-028980,458370,559,2017-01-19,wrong_size,2,14402.17,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,7658.988223707352,6569.1141994737945,2017-01-13,40193,organic_search,mobile,6,2017,1,2017-01
RET-028981,458385,438,2017-01-21,wrong_size,1,10992.71,SaigonFlex UM-43,Streetwear,Balanced,L,pink,11718.531191363438,6680.734632196296,2017-01-11,21100,email_campaign,desktop,10,2017,1,2017-01
RET-028982,458431,1129,2017-01-30,late_delivery,4,18130.78,MekongFit UM-06,Streetwear,Balanced,M,yellow,5529.824602774275,3583.3263425977298,2017-01-09,79699,direct,mobile,21,2017,1,2017-01
RET-028984,458539,165,2017-02-08,changed_mind,1,8075.85,DragonWear UR-36,Streetwear,Standard,M,purple,8309.284615384617,7893.820384615386,2017-01-12,132835,referral,desktop,27,2017,2,2017-02
RET-028985,458545,242,2017-01-26,changed_mind,8,39127.57,LotusWear UR-14,Streetwear,Standard,L,orange,5564.335207100592,3416.501817159764,2017-01-11,147231,organic_search,mobile,15,2017,1,2017-01
RET-028987,458565,674,2017-02-04,changed_mind,6,48249.49,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312,2017-01-16,6713,email_campaign,mobile,19,2017,2,2017-02
RET-028989,458627,2214,2017-01-20,defective,1,3923.48,VietMotion RP-11,Outdoor,Activewear,L,white,4408.759136690647,4188.321179856114,2017-01-12,99511,organic_search,mobile,8,2017,1,2017-01
RET-028990,458633,599,2017-02-08,defective,3,32336.25,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758,2017-01-12,34568,social_media,mobile,27,2017,2,2017-02
RET-028991,458644,2359,2017-01-20,not_as_described,3,14762.58,VietMotion UC-07,Streetwear,Everyday,XL,yellow,5399.825901259964,3136.7588660419133,2017-01-13,117893,social_media,mobile,7,2017,1,2017-01
RET-028992,458653,568,2017-02-12,wrong_size,6,56981.36,SaigonFlex UC-33,Streetwear,Everyday,S,pink,10532.698282442749,7628.833365973283,2017-01-16,125214,paid_search,mobile,27,2017,2,2017-02
RET-028995,458788,165,2017-01-30,late_delivery,7,51021.09,DragonWear UR-36,Streetwear,Standard,M,purple,8309.284615384617,7893.820384615386,2017-01-15,75237,organic_search,tablet,15,2017,1,2017-01
RET-028996,458802,596,2017-01-30,changed_mind,2,17064.86,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.146989690722,5842.05966371134,2017-01-15,35424,referral,tablet,15,2017,1,2017-01
RET-028998,458840,1178,2017-02-06,not_as_described,3,21544.88,MekongFit UE-14,Streetwear,Performance,L,pink,7106.041802773498,3850.764052922958,2017-01-15,123847,paid_search,tablet,22,2017,2,2017-02
RET-028999,458851,225,2017-02-08,changed_mind,3,27003.36,LotusWear UM-03,Streetwear,Balanced,M,purple,9131.85,5558.557095,2017-01-14,144176,paid_search,tablet,25,2017,2,2017-02
RET-029000,458871,781,2017-01-28,changed_mind,5,5510.22,HanoiStreet RP-69,Outdoor,Activewear,M,black,1274.5818688060406,845.3026953921661,2017-01-16,137677,paid_search,mobile,12,2017,1,2017-01
RET-029001,458871,782,2017-02-13,late_delivery,3,3761.75,HanoiStreet RP-70,Outdoor,Activewear,L,orange,1274.5818688060406,1065.805358695611,2017-01-16,137677,paid_search,mobile,28,2017,2,2017-02
RET-029002,458874,1097,2017-01-29,wrong_size,4,14447.29,MekongFit RP-43,Outdoor,Activewear,M,silver,3724.014215938303,3064.118896874036,2017-01-15,138664,email_campaign,tablet,14,2017,1,2017-01
RET-029003,458874,1098,2017-02-07,changed_mind,1,3443.82,MekongFit RP-44,Outdoor,Activewear,L,pink,3724.014215938303,3151.633230948586,2017-01-15,138664,email_campaign,tablet,23,2017,2,2017-02
RET-029004,458880,572,2017-02-07,wrong_size,4,20855.59,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.175373134329,5156.766604477612,2017-01-13,133157,direct,desktop,25,2017,2,2017-02
RET-029005,458885,2376,2017-02-06,wrong_size,3,22345.82,VietMotion UC-24,Streetwear,Everyday,S,green,8381.717836456559,7962.63194463373,2017-01-13,136023,paid_search,mobile,24,2017,2,2017-02
RET-029006,458900,601,2017-02-03,wrong_size,3,39400.7,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562,2017-01-15,44434,paid_search,mobile,19,2017,2,2017-02
RET-029007,458934,1178,2017-01-29,not_as_described,7,43968.68,MekongFit UE-14,Streetwear,Performance,L,pink,7106.041802773498,3850.764052922958,2017-01-16,20082,organic_search,desktop,13,2017,1,2017-01
RET-029009,458968,1191,2017-02-06,defective,1,2884.58,MekongFit UE-27,Streetwear,Performance,XL,black,3202.148350515464,2351.657748618557,2017-01-15,127648,organic_search,desktop,22,2017,2,2017-02
RET-029012,458985,681,2017-01-27,wrong_size,5,41944.43,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677,2017-01-16,140182,organic_search,desktop,11,2017,1,2017-01
RET-029013,458994,791,2017-01-27,wrong_size,6,4259.47,HanoiStreet RP-79,Outdoor,Activewear,XL,black,811.8865136951651,584.9642331173665,2017-01-14,141015,organic_search,mobile,13,2017,1,2017-01
RET-029014,459011,1065,2017-01-26,wrong_size,1,3361.21,MekongFit RP-11,Outdoor,Activewear,M,purple,3731.974912998976,2473.179774844422,2017-01-16,132889,email_campaign,mobile,10,2017,1,2017-01
RET-029015,459015,791,2017-01-29,wrong_size,1,797.65,HanoiStreet RP-79,Outdoor,Activewear,XL,black,811.8865136951651,584.9642331173665,2017-01-18,133733,paid_search,mobile,11,2017,1,2017-01
RET-029016,459015,792,2017-01-29,wrong_size,1,818.99,HanoiStreet RP-80,Outdoor,Activewear,S,orange,811.8865136951651,649.2656450020236,2017-01-18,133733,paid_search,mobile,11,2017,1,2017-01
RET-029017,459029,1392,2017-02-11,not_as_described,1,2050.94,VietMode RP-84,Outdoor,Activewear,S,orange,2068.3202760736194,1296.4231490429447,2017-01-17,49050,paid_search,tablet,25,2017,2,2017-02
RET-029018,459047,1085,2017-02-01,wrong_size,2,2217.11,MekongFit RP-31,Outdoor,Activewear,M,purple,1139.5005960656706,895.8753686268303,2017-01-18,7588,organic_search,mobile,14,2017,2,2017-02
RET-029019,459047,1086,2017-02-09,defective,4,3926.51,MekongFit RP-32,Outdoor,Activewear,L,green,1139.5005960656706,846.3070926979735,2017-01-18,7588,organic_search,mobile,22,2017,2,2017-02
RET-029020,459058,487,2017-02-13,defective,5,65345.97,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.79912189546,11027.769856245455,2017-01-17,38615,paid_search,desktop,27,2017,2,2017-02
RET-029021,459061,1098,2017-01-29,wrong_size,1,3150.77,MekongFit RP-44,Outdoor,Activewear,L,pink,3724.014215938303,3151.633230948586,2017-01-15,51746,organic_search,desktop,14,2017,1,2017-01
RET-029022,459081,674,2017-02-02,wrong_size,3,23254.77,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312,2017-01-15,18033,paid_search,mobile,18,2017,2,2017-02
RET-029023,459089,1226,2017-01-28,not_as_described,5,33213.76,MekongFit UC-28,Streetwear,Everyday,L,green,6689.096277372263,5573.355018306569,2017-01-16,22922,email_campaign,mobile,12,2017,1,2017-01
RET-029024,459090,496,2017-02-16,wrong_size,5,54524.84,SaigonFlex UM-01,Streetwear,Balanced,S,green,11338.433980634749,10771.51228160301,2017-01-18,20239,organic_search,mobile,29,2017,2,2017-02
RET-029025,459099,1115,2017-02-07,wrong_size,1,4524.19,MekongFit RS-03,Outdoor,Premium,XL,purple,4828.925116696589,4587.478860861759,2017-01-17,73430,organic_search,desktop,21,2017,2,2017-02
RET-029026,459105,438,2017-02-05,wrong_size,4,44802.23,SaigonFlex UM-43,Streetwear,Balanced,L,pink,11718.531191363438,6680.734632196296,2017-01-19,27756,email_campaign,desktop,17,2017,2,2017-02
RET-029027,459117,715,2017-02-03,wrong_size,4,7296.13,HanoiStreet RP-03,Outdoor,Activewear,XL,purple,1855.6303211009167,1707.7365845091742,2017-01-17,34999,social_media,mobile,17,2017,2,2017-02
RET-029028,459142,977,2017-02-14,changed_mind,7,43235.57,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.196828266228,4912.882153469187,2017-01-17,131434,email_campaign,mobile,28,2017,2,2017-02
RET-029029,459186,438,2017-02-04,changed_mind,1,10298.52,SaigonFlex UM-43,Streetwear,Balanced,L,pink,11718.531191363438,6680.734632196296,2017-01-15,139161,organic_search,desktop,20,2017,2,2017-02
RET-029032,459211,496,2017-01-30,wrong_size,2,20480.77,SaigonFlex UM-01,Streetwear,Balanced,S,green,11338.433980634749,10771.51228160301,2017-01-20,59421,organic_search,mobile,10,2017,1,2017-01
RET-029033,459214,1120,2017-02-11,not_as_described,2,4489.37,MekongFit RS-08,Outdoor,Premium,S,red,2225.38025390625,2045.792067416016,2017-01-20,57758,referral,mobile,22,2017,2,2017-02
RET-029034,459235,2084,2017-02-11,wrong_size,1,7075.02,UrbanVN UC-19,Streetwear,Everyday,S,white,8001.930483870968,7425.791489032258,2017-01-16,67177,organic_search,mobile,26,2017,2,2017-02
RET-029035,459250,2331,2017-02-13,defective,2,12894.6,VietMotion UE-05,Streetwear,Performance,XL,black,7365.661770148853,6671.816431400832,2017-01-20,61523,referral,mobile,24,2017,2,2017-02
RET-029036,459316,981,2017-02-08,changed_mind,1,1868.16,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931253305,1931.28343469064,2017-01-18,125074,organic_search,desktop,21,2017,2,2017-02
RET-029037,459327,426,2017-01-31,late_delivery,3,33388.05,SaigonFlex UM-31,Streetwear,Balanced,L,green,11422.280511627909,9893.979379172091,2017-01-19,146570,direct,mobile,12,2017,1,2017-01
RET-029041,459380,793,2017-02-02,wrong_size,6,5848.33,HanoiStreet RP-81,Outdoor,Activewear,M,blue,1012.756364088948,643.5053937421175,2017-01-20,150093,social_media,mobile,13,2017,2,2017-02
RET-029042,459380,794,2017-01-28,not_as_described,1,910.94,HanoiStreet RP-82,Outdoor,Activewear,L,white,1012.756364088948,962.1185458845003,2017-01-20,150093,social_media,mobile,8,2017,1,2017-01
RET-029043,459381,1912,2017-02-11,not_as_described,3,11810.17,UrbanVN MA-05,Casual,All-weather,S,orange,3973.690133587786,2680.6513641183205,2017-01-17,150311,organic_search,mobile,25,2017,2,2017-02
RET-029046,459400,489,2017-02-15,changed_mind,2,19235.98,SaigonFlex UM-94,Streetwear,Balanced,M,yellow,10349.290430769232,7115.137171153847,2017-01-21,63259,social_media,mobile,25,2017,2,2017-02
RET-029047,459433,779,2017-01-28,wrong_size,6,24010.95,HanoiStreet RP-67,Outdoor,Activewear,XL,yellow,3997.024412721359,3519.3799954011565,2017-01-19,135417,organic_search,mobile,9,2017,1,2017-01
RET-029048,459433,780,2017-02-06,changed_mind,1,3880.46,HanoiStreet RP-68,Outdoor,Activewear,S,red,3997.024412721359,2058.4675725515,2017-01-19,135417,organic_search,mobile,18,2017,2,2017-02
RET-029049,459469,2055,2017-02-05,not_as_described,5,31942.66,UrbanVN UE-15,Streetwear,Performance,XL,purple,7240.102907348243,6878.097761980831,2017-01-20,55727,organic_search,mobile,16,2017,2,2017-02
RET-029050,459487,2098,2017-02-13,late_delivery,5,17296.25,UrbanVN YY-02,GenZ,Trendy,L,pink,3660.198094302554,3166.0713515717093,2017-01-23,19403,paid_search,tablet,21,2017,2,2017-02
RET-029052,459520,601,2017-02-17,not_as_described,1,13720.59,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562,2017-01-20,116730,paid_search,mobile,28,2017,2,2017-02
RET-029054,459556,781,2017-02-11,not_as_described,3,3375.19,HanoiStreet RP-69,Outdoor,Activewear,M,black,1274.5818688060406,845.3026953921661,2017-01-19,154707,organic_search,mobile,23,2017,2,2017-02
RET-029055,459556,782,2017-02-14,wrong_size,4,4966.83,HanoiStreet RP-70,Outdoor,Activewear,L,orange,1274.5818688060406,1065.805358695611,2017-01-19,154707,organic_search,mobile,26,2017,2,2017-02
RET-029056,459576,2252,2017-01-28,late_delivery,1,1371.02,VietMotion RP-49,Outdoor,Activewear,S,orange,1621.5537476099423,1087.4139431472274,2017-01-20,138890,organic_search,mobile,8,2017,1,2017-01
RET-029057,459576,2253,2017-02-03,wrong_size,1,1475.91,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096,2017-01-20,138890,organic_search,mobile,14,2017,2,2017-02
RET-029058,459597,2054,2017-02-10,wrong_size,5,31435.09,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6015724815725,6718.021493857494,2017-01-22,135145,referral,mobile,19,2017,2,2017-02
RET-029059,459623,599,2017-02-17,defective,2,20721.99,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758,2017-01-24,5481,referral,desktop,24,2017,2,2017-02
RET-029061,459648,2016,2017-02-09,wrong_size,4,12966.95,UrbanVN UR-19,Streetwear,Standard,S,green,3743.541357615894,1998.676730831126,2017-01-24,54197,direct,desktop,16,2017,2,2017-02
RET-029062,459675,927,2017-02-10,wrong_size,2,11080.25,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.36417215682,5567.345963548979,2017-01-21,98606,direct,desktop,20,2017,2,2017-02
RET-029064,459688,609,2017-02-03,wrong_size,4,39700.37,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174,2017-01-23,87908,paid_search,mobile,11,2017,2,2017-02
RET-029065,459702,990,2017-02-04,wrong_size,1,4741.26,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003466204,3895.0904670987866,2017-01-23,76225,direct,tablet,12,2017,2,2017-02
